time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures
0,3.884297118205747,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,50,0.02392578125,2048.0,49.0
1,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.549999999999997)",20.847962706112217,0,0,50,0.0244140625,2048.0,50.0
2,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.25, :p75 => 18.75, :p50 => 12.0, :p90 => 24.0, :p99 => 26.019999999999996, :p95 => 24.549999999999997)",8.786518726837343,0,1,50,0.0244140625,2048.0,50.0
3,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 7.25, :p75 => 19.0, :p50 => 11.0, :p90 => 25.0, :p99 => 28.509999999999998, :p95 => 26.549999999999997)",6.21866346662325,0,3,50,0.0244140625,2048.0,50.0
4,3.8842971182057475,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 7.25, :p75 => 20.0, :p50 => 12.0, :p90 => 26.1, :p99 => 31.0, :p95 => 28.549999999999997)",4.818935882261814,0,6,50,0.02392578125,2048.0,49.0
5,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 7.25, :p75 => 20.75, :p50 => 12.0, :p90 => 28.1, :p99 => 33.51, :p95 => 30.549999999999997)",5.134814605449115,0,10,50,0.0244140625,2048.0,50.0
6,3.912023005428145,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 8.0, :p75 => 22.0, :p50 => 12.5, :p90 => 31.0, :p99 => 36.019999999999996, :p95 => 32.55)",5.566200656199827,0,13,50,0.0244140625,2048.0,50.0
7,3.8565712309833495,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 7.25, :p75 => 22.0, :p50 => 13.0, :p90 => 33.1, :p99 => 38.529999999999994, :p95 => 34.55)",5.879545261513445,0,14,50,0.0234375,2048.0,48.0
8,3.912023005428145,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 7.25, :p75 => 24.0, :p50 => 15.5, :p90 => 35.1, :p99 => 41.03999999999999, :p95 => 36.55)",6.169099936980807,0,16,50,0.0244140625,2048.0,50.0
9,3.8842971182057475,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 7.25, :p75 => 25.75, :p50 => 17.0, :p90 => 37.0, :p99 => 43.54999999999999, :p95 => 38.55)",5.592431517237837,0,19,50,0.02392578125,2048.0,49.0
10,3.912023005428145,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 6.25, :p75 => 26.75, :p50 => 17.5, :p90 => 38.1, :p99 => 46.05999999999999, :p95 => 40.55)",5.943225056750708,0,19,50,0.0244140625,2048.0,50.0
11,3.8565712309833495,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 11.0, :p75 => 29.0, :p50 => 17.0, :p90 => 39.2, :p99 => 48.569999999999986, :p95 => 42.55)",5.388950722322237,0,21,50,0.0234375,2048.0,48.0
12,3.8288453437609515,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 11.0, :p75 => 31.5, :p50 => 17.5, :p90 => 41.2, :p99 => 51.079999999999984, :p95 => 45.0)",5.545196123352553,0,22,50,0.02294921875,2048.0,47.0
13,3.884297118205747,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 11.0, :p75 => 33.25, :p50 => 18.5, :p90 => 44.1, :p99 => 53.58999999999998, :p95 => 47.0)",5.1181883644462465,0,23,50,0.02392578125,2048.0,49.0
14,3.912023005428145,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 11.25, :p75 => 34.5, :p50 => 21.5, :p90 => 46.1, :p99 => 56.09999999999998, :p95 => 49.0)",5.461529601290477,0,26,50,0.0244140625,2048.0,50.0
15,3.8842971182057475,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 11.5, :p75 => 35.5, :p50 => 21.5, :p90 => 49.0, :p99 => 58.09999999999998, :p95 => 50.55)",5.7845264742725835,0,27,50,0.02392578125,2048.0,49.0
16,3.8565712309833495,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 11.5, :p75 => 36.5, :p50 => 22.0, :p90 => 51.1, :p99 => 60.09999999999998, :p95 => 52.55)",5.963462138645234,0,28,50,0.0234375,2048.0,48.0
17,3.8288453437609515,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 12.0, :p75 => 37.0, :p50 => 22.0, :p90 => 53.1, :p99 => 62.60999999999998, :p95 => 55.0)",5.40644126465202,0,29,50,0.02294921875,2048.0,47.0
18,3.8565712309833495,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 11.0, :p75 => 38.5, :p50 => 22.5, :p90 => 55.0, :p99 => 64.60999999999999, :p95 => 57.55)",5.628157060692033,0,30,50,0.0234375,2048.0,48.0
19,3.8565712309833495,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 12.25, :p75 => 39.5, :p50 => 23.5, :p90 => 56.0, :p99 => 66.60999999999999, :p95 => 60.099999999999994)",5.308047906707597,0,32,50,0.0234375,2048.0,48.0
20,3.8461062681080587,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 12.25, :p75 => 40.5, :p50 => 23.0, :p90 => 58.0, :p99 => 69.11999999999998, :p95 => 62.099999999999994)",5.47418359051091,0,33,50,0.0234375,2048.0,48.0
21,3.912023005428145,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 12.0, :p75 => 41.75, :p50 => 24.0, :p90 => 59.1, :p99 => 71.60999999999999, :p95 => 63.55)",5.736539387177728,0,33,50,0.0244140625,2048.0,50.0
22,3.8842971182057475,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 11.25, :p75 => 43.0, :p50 => 25.5, :p90 => 61.1, :p99 => 74.60999999999999, :p95 => 65.55)",5.844115968458725,0,33,50,0.02392578125,2048.0,49.0
23,3.707476831996069,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 11.0, :p75 => 44.0, :p50 => 27.5, :p90 => 63.1, :p99 => 77.60999999999999, :p95 => 67.55)",5.4584949702147485,0,34,50,0.02099609375,2048.0,43.0
24,3.762928606440865,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 11.0, :p75 => 45.0, :p50 => 29.0, :p90 => 64.2, :p99 => 80.60999999999999, :p95 => 69.55)",5.659310094561265,0,36,50,0.02197265625,2048.0,45.0
25,3.735202719218467,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 11.25, :p75 => 46.0, :p50 => 30.5, :p90 => 67.1, :p99 => 83.60999999999999, :p95 => 71.55)",5.708968007579893,0,38,50,0.021484375,2048.0,44.0
26,3.8288453437609515,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 11.25, :p75 => 47.0, :p50 => 31.5, :p90 => 70.0, :p99 => 86.60999999999999, :p95 => 73.55)",5.756887386041576,0,40,50,0.02294921875,2048.0,47.0
27,3.7456676820937584,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 15.0, :p75 => 48.75, :p50 => 32.5, :p90 => 72.1, :p99 => 88.60999999999999, :p95 => 75.55)",5.880115084865046,0,42,50,0.021484375,2048.0,44.0
28,3.8011194565385535,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 13.25, :p75 => 50.75, :p50 => 33.5, :p90 => 74.1, :p99 => 91.60999999999999, :p95 => 77.55)",5.497564770181708,0,42,50,0.0224609375,2048.0,46.0
29,3.7456676820937576,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 14.25, :p75 => 53.0, :p50 => 35.0, :p90 => 76.2, :p99 => 93.13999999999997, :p95 => 79.55)",5.233823787589914,0,44,50,0.021484375,2048.0,44.0
30,3.66928598189838,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 14.25, :p75 => 55.0, :p50 => 36.0, :p90 => 78.30000000000001, :p99 => 96.13999999999997, :p95 => 81.55)",5.404587521517266,0,45,50,0.0205078125,2048.0,42.0
31,3.596573283106478,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 14.25, :p75 => 56.75, :p50 => 37.5, :p90 => 79.4, :p99 => 99.13999999999997, :p95 => 84.0)",5.530495140314465,0,46,50,0.01953125,2048.0,40.0
32,3.5083421906549708,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 14.25, :p75 => 59.25, :p50 => 38.5, :p90 => 80.4, :p99 => 101.64999999999998, :p95 => 85.55)",5.395113925577477,0,46,50,0.0185546875,2048.0,38.0
33,3.624299170328876,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 16.25, :p75 => 62.0, :p50 => 39.0, :p90 => 81.60000000000002, :p99 => 104.64999999999998, :p95 => 87.55)",5.148959231172383,0,48,50,0.02001953125,2048.0,41.0
34,3.513395621439284,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.0, :p75 => 64.0, :p50 => 39.5, :p90 => 83.6, :p99 => 107.64999999999998, :p95 => 90.0)",4.904158909856559,0,48,50,0.01806640625,2048.0,37.0
35,3.4647398084663052,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 15.0, :p75 => 66.0, :p50 => 40.5, :p90 => 82.9, :p99 => 110.64999999999998, :p95 => 92.55)",5.075495788510297,0,48,50,0.017578125,2048.0,36.0
36,3.4370139212439073,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 14.0, :p75 => 67.75, :p50 => 41.5, :p90 => 84.9, :p99 => 112.17999999999996, :p95 => 94.55)",4.9434074484454245,0,48,50,0.01708984375,2048.0,35.0
37,3.6070382459817694,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.5, :p75 => 69.5, :p50 => 42.5, :p90 => 86.9, :p99 => 115.17999999999996, :p95 => 97.1)",5.021456720678009,0,48,50,0.01953125,2048.0,40.0
38,3.596573283106478,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 12.75, :p75 => 71.5, :p50 => 43.5, :p90 => 88.9, :p99 => 118.17999999999998, :p95 => 99.64999999999999)",5.068333270466792,0,48,50,0.01904296875,2048.0,39.0
39,3.5306565457863917,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.5, :p75 => 73.25, :p50 => 44.5, :p90 => 90.00000000000003, :p99 => 121.17999999999996, :p95 => 101.64999999999999)",5.169665963543762,0,49,50,0.01904296875,2048.0,39.0
40,3.369712754542982,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.25, :p75 => 74.25, :p50 => 45.5, :p90 => 92.0, :p99 => 124.17999999999995, :p95 => 103.64999999999999)",5.270956190849879,0,49,50,0.0166015625,2048.0,34.0
41,3.380177717418273,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 15.25, :p75 => 75.25, :p50 => 46.5, :p90 => 94.00000000000003, :p99 => 127.17999999999996, :p95 => 106.19999999999999)",5.671940978116444,0,50,50,0.0166015625,2048.0,34.0
