time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions
0,3.884297118205747,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,50,0.02392578125,2048.0,49.0,0.0,0.0,0.0,0.0,0.0
1,3.912023005428145,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,0,0,50,0.0244140625,2048.0,50.0,1.0,0.5,1.0,0.5,2.0
0,3.884297118205747,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,50,0.02392578125,2048.0,49.0,0.0,0.0,0.0,0.0,0.0
1,3.884297118205747,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.549999999999997)",22.977338591455364,0,0,50,0.02392578125,2048.0,49.0,1.0,1.0,0.0,0.0,1.0
2,3.884297118205747,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 8.0, :p75 => 18.75, :p50 => 12.0, :p90 => 23.0, :p99 => 25.529999999999994, :p95 => 24.0)",10.788741200438297,0,1,50,0.02392578125,2048.0,49.0,2.0,1.0,0.0,0.0,2.0
3,3.912023005428145,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 8.0, :p75 => 18.75, :p50 => 11.0, :p90 => 23.1, :p99 => 26.509999999999998, :p95 => 25.0)",8.182567594494186,0,4,50,0.0244140625,2048.0,50.0,2.0,0.5,2.0,0.5,4.0
4,3.912023005428145,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 7.0, :p75 => 19.75, :p50 => 11.5, :p90 => 25.1, :p99 => 28.509999999999998, :p95 => 26.549999999999997)",5.633432560031887,0,7,50,0.0244140625,2048.0,50.0,3.0,0.5,3.0,0.5,6.0
5,3.912023005428145,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 7.0, :p75 => 20.0, :p50 => 12.0, :p90 => 28.0, :p99 => 30.509999999999998, :p95 => 28.549999999999997)",8.009265116425167,0,11,50,0.0244140625,2048.0,50.0,3.0,0.6,2.0,0.4,5.0
6,3.8565712309833495,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 7.25, :p75 => 22.0, :p50 => 12.0, :p90 => 30.1, :p99 => 32.51, :p95 => 31.0)",6.990128152813169,0,14,50,0.0234375,2048.0,48.0,6.0,0.6,4.0,0.4,10.0
7,3.912023005428145,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 7.0, :p75 => 23.75, :p50 => 12.5, :p90 => 32.1, :p99 => 34.51, :p95 => 33.55)",6.0007554256206275,0,15,50,0.0244140625,2048.0,50.0,7.0,0.5833333333333334,5.0,0.4166666666666667,12.0
8,3.912023005428145,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 7.0, :p75 => 24.0, :p50 => 15.5, :p90 => 34.1, :p99 => 37.0, :p95 => 36.0)",5.239035675684237,0,18,50,0.0244140625,2048.0,50.0,5.0,0.5,5.0,0.5,10.0
9,3.884297118205747,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 7.25, :p75 => 26.0, :p50 => 16.5, :p90 => 36.1, :p99 => 38.51, :p95 => 37.55)",4.944672076686849,0,20,50,0.02392578125,2048.0,49.0,5.0,0.625,3.0,0.375,8.0
10,3.8565712309833495,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 7.0, :p75 => 27.75, :p50 => 15.5, :p90 => 37.1, :p99 => 41.0, :p95 => 40.099999999999994)",5.350432427708759,0,20,50,0.0234375,2048.0,48.0,5.0,0.5,5.0,0.5,10.0
11,3.8565712309833495,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 10.5, :p75 => 28.75, :p50 => 17.0, :p90 => 38.1, :p99 => 44.0, :p95 => 42.099999999999994)",5.786060984919837,0,24,50,0.0234375,2048.0,48.0,4.0,0.5714285714285714,3.0,0.42857142857142855,7.0
12,3.8011194565385535,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 11.0, :p75 => 29.75, :p50 => 17.5, :p90 => 40.1, :p99 => 46.51, :p95 => 44.099999999999994)",5.192632911401472,0,25,50,0.0224609375,2048.0,46.0,2.0,0.4,3.0,0.6,5.0
13,3.8011194565385535,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 11.0, :p75 => 30.75, :p50 => 18.0, :p90 => 42.1, :p99 => 49.0, :p95 => 46.099999999999994)",4.739146437536376,0,26,50,0.0224609375,2048.0,46.0,5.0,0.5555555555555556,4.0,0.4444444444444444,9.0
14,3.7456676820937576,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 10.0, :p75 => 31.75, :p50 => 19.0, :p90 => 44.1, :p99 => 51.51, :p95 => 47.64999999999999)",5.062249392963723,0,28,50,0.021484375,2048.0,44.0,9.0,0.6428571428571429,5.0,0.35714285714285715,14.0
15,3.8288453437609515,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 9.25, :p75 => 32.75, :p50 => 21.5, :p90 => 47.0, :p99 => 54.0, :p95 => 49.64999999999999)",4.2782033685272145,0,29,50,0.02294921875,2048.0,47.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
16,3.8565712309833495,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 9.0, :p75 => 33.75, :p50 => 21.0, :p90 => 49.1, :p99 => 56.51, :p95 => 51.64999999999999)",4.455946224951234,0,29,50,0.0234375,2048.0,48.0,5.0,0.5555555555555556,4.0,0.4444444444444444,9.0
17,3.856571230983349,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 9.25, :p75 => 34.75, :p50 => 21.0, :p90 => 51.0, :p99 => 59.019999999999996, :p95 => 54.099999999999994)",4.62254945755262,0,30,50,0.0234375,2048.0,48.0,6.0,0.6666666666666666,3.0,0.3333333333333333,9.0
18,3.8461062681080587,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 10.25, :p75 => 35.75, :p50 => 22.0, :p90 => 52.1, :p99 => 61.529999999999994, :p95 => 56.55)",4.833735012450654,0,33,50,0.0234375,2048.0,48.0,7.0,0.5384615384615384,6.0,0.46153846153846156,13.0
19,3.790654493663263,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 10.0, :p75 => 37.0, :p50 => 23.0, :p90 => 54.1, :p99 => 64.02, :p95 => 59.0)",4.951147222973764,0,34,50,0.0224609375,2048.0,46.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
20,3.8011194565385535,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 9.25, :p75 => 38.75, :p50 => 24.5, :p90 => 56.0, :p99 => 66.02, :p95 => 60.64999999999999)",5.421654026122424,0,34,50,0.0224609375,2048.0,46.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0
21,3.8011194565385535,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 9.25, :p75 => 40.5, :p50 => 25.0, :p90 => 57.1, :p99 => 68.53, :p95 => 63.19999999999999)",5.653269529579559,0,34,50,0.0224609375,2048.0,46.0,6.0,0.5,6.0,0.5,12.0
22,3.8288453437609515,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 8.25, :p75 => 42.25, :p50 => 26.0, :p90 => 59.0, :p99 => 71.03999999999999, :p95 => 65.74999999999999)",5.878295205993594,0,34,50,0.02294921875,2048.0,47.0,7.0,0.7777777777777778,2.0,0.2222222222222222,9.0
23,3.8011194565385535,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 8.75, :p75 => 44.0, :p50 => 27.0, :p90 => 60.1, :p99 => 73.54999999999998, :p95 => 68.29999999999998)",5.518159163042444,0,36,50,0.0224609375,2048.0,46.0,6.0,0.6,4.0,0.4,10.0
24,3.8565712309833495,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 11.25, :p75 => 44.25, :p50 => 28.0, :p90 => 62.1, :p99 => 76.54999999999998, :p95 => 70.29999999999998)",5.682052508318744,0,40,50,0.0234375,2048.0,48.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
25,3.884297118205747,0.0,0.0,16,34,"Dict(""blue_proportion"" => 0.68, ""red_proportion"" => 0.32)","Dict(:p25 => 10.5, :p75 => 45.25, :p50 => 29.0, :p90 => 64.1, :p99 => 78.54999999999998, :p95 => 72.29999999999998)",5.397382888910555,0,41,50,0.02392578125,2048.0,49.0,4.0,0.4444444444444444,5.0,0.5555555555555556,9.0
26,3.8288453437609515,0.0,0.0,17,33,"Dict(""blue_proportion"" => 0.66, ""red_proportion"" => 0.34)","Dict(:p25 => 12.25, :p75 => 46.75, :p50 => 30.0, :p90 => 66.1, :p99 => 81.05999999999999, :p95 => 74.29999999999998)",5.17090539440422,0,43,50,0.02294921875,2048.0,47.0,9.0,0.5625,7.0,0.4375,16.0
27,3.8011194565385535,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 11.5, :p75 => 48.25, :p50 => 31.5, :p90 => 68.1, :p99 => 84.05999999999999, :p95 => 76.84999999999998)",4.624015822872168,0,43,50,0.0224609375,2048.0,46.0,10.0,0.5882352941176471,7.0,0.4117647058823529,17.0
28,3.8565712309833495,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 11.25, :p75 => 50.5, :p50 => 34.0, :p90 => 70.0, :p99 => 87.05999999999999, :p95 => 78.84999999999998)",4.820191534010645,0,44,50,0.0234375,2048.0,48.0,12.0,0.6666666666666666,6.0,0.3333333333333333,18.0
29,3.7733935693161555,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 11.0, :p75 => 52.75, :p50 => 34.5, :p90 => 69.2, :p99 => 89.07999999999998, :p95 => 80.84999999999998)",4.443283951941478,0,44,50,0.02197265625,2048.0,45.0,7.0,0.5,7.0,0.5,14.0
30,3.735202719218467,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 10.25, :p75 => 54.0, :p50 => 35.0, :p90 => 71.1, :p99 => 92.07999999999998, :p95 => 83.39999999999998)",4.268683126820798,0,45,50,0.021484375,2048.0,44.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0
31,3.762928606440865,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 11.5, :p75 => 55.0, :p50 => 36.0, :p90 => 73.10000000000001, :p99 => 94.58999999999997, :p95 => 85.39999999999998)",4.404561143920952,0,46,50,0.02197265625,2048.0,45.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
32,3.735202719218467,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 13.0, :p75 => 56.5, :p50 => 37.0, :p90 => 75.0, :p99 => 95.57, :p95 => 87.39999999999998)",4.423900078704695,0,47,50,0.021484375,2048.0,44.0,8.0,0.5714285714285714,6.0,0.42857142857142855,14.0
33,3.7179417948713596,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 12.25, :p75 => 58.5, :p50 => 37.5, :p90 => 76.0, :p99 => 98.07999999999998, :p95 => 89.39999999999998)",4.681037802005504,0,47,50,0.02099609375,2048.0,43.0,7.0,0.4375,9.0,0.5625,16.0
34,3.7456676820937576,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 11.5, :p75 => 59.75, :p50 => 39.0, :p90 => 77.10000000000001, :p99 => 101.07999999999998, :p95 => 91.94999999999997)",4.2583903999168715,0,47,50,0.021484375,2048.0,44.0,6.0,0.4,9.0,0.6,15.0
35,3.679750944773672,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 12.25, :p75 => 61.0, :p50 => 39.5, :p90 => 79.1, :p99 => 103.57, :p95 => 93.59999999999997)",4.430592721941305,0,47,50,0.0205078125,2048.0,42.0,6.0,0.4,9.0,0.6,15.0
36,3.7733935693161555,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 13.5, :p75 => 62.0, :p50 => 40.0, :p90 => 80.2, :p99 => 106.05999999999999, :p95 => 96.14999999999996)",4.556511077583673,0,48,50,0.02197265625,2048.0,45.0,10.0,0.7142857142857143,4.0,0.2857142857142857,14.0
37,3.790654493663263,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 13.5, :p75 => 63.0, :p50 => 41.5, :p90 => 81.30000000000001, :p99 => 109.05999999999999, :p95 => 98.69999999999996)",4.695511094657109,0,48,50,0.0224609375,2048.0,46.0,10.0,0.7142857142857143,4.0,0.2857142857142857,14.0
38,3.8183803808856607,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 14.25, :p75 => 64.0, :p50 => 43.0, :p90 => 83.3, :p99 => 111.57, :p95 => 100.69999999999996)",4.287935037320712,0,49,50,0.02294921875,2048.0,47.0,8.0,0.6666666666666666,4.0,0.3333333333333333,12.0
39,3.8461062681080587,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 15.0, :p75 => 65.0, :p50 => 44.5, :p90 => 84.4, :p99 => 114.07999999999998, :p95 => 103.24999999999996)",4.48548054489344,0,51,50,0.0234375,2048.0,48.0,9.0,0.5625,7.0,0.4375,16.0
40,3.7801895307879723,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 15.0, :p75 => 65.75, :p50 => 46.0, :p90 => 86.30000000000001, :p99 => 117.07999999999998, :p95 => 105.79999999999995)",4.557554341772914,0,52,50,0.0224609375,2048.0,46.0,6.0,0.5,6.0,0.5,12.0
41,3.7247377563431763,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 15.0, :p75 => 66.75, :p50 => 47.5, :p90 => 88.30000000000001, :p99 => 120.07999999999998, :p95 => 108.34999999999995)",4.633064025207103,0,52,50,0.021484375,2048.0,44.0,8.0,0.7272727272727273,3.0,0.2727272727272727,11.0
42,3.6692859818983807,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 15.0, :p75 => 67.75, :p50 => 48.5, :p90 => 90.30000000000001, :p99 => 122.58999999999999, :p95 => 110.34999999999995)",4.8030676830599255,0,52,50,0.0205078125,2048.0,42.0,7.0,0.7,3.0,0.3,10.0
43,3.6138342074535856,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 16.25, :p75 => 68.5, :p50 => 50.0, :p90 => 92.0, :p99 => 125.58999999999997, :p95 => 112.79999999999995)",4.954031680092738,0,53,50,0.02001953125,2048.0,41.0,7.0,0.5833333333333334,5.0,0.4166666666666667,12.0
44,3.735202719218467,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 15.0, :p75 => 70.0, :p50 => 51.0, :p90 => 93.10000000000001, :p99 => 127.58999999999997, :p95 => 114.79999999999995)",5.116310561495744,0,53,50,0.021484375,2048.0,44.0,6.0,0.6666666666666666,3.0,0.3333333333333333,9.0
45,3.762928606440865,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 15.25, :p75 => 72.5, :p50 => 52.0, :p90 => 94.2, :p99 => 129.58999999999997, :p95 => 117.79999999999995)",4.896075935967786,0,55,50,0.02197265625,2048.0,45.0,8.0,0.7272727272727273,3.0,0.2727272727272727,11.0
46,3.735202719218467,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 22.25, :p75 => 72.75, :p50 => 53.0, :p90 => 95.19999999999999, :p99 => 132.07999999999998, :p95 => 120.24999999999996)",5.006521199840286,0,57,50,0.021484375,2048.0,44.0,9.0,0.8181818181818182,2.0,0.18181818181818182,11.0
47,3.707476831996069,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 19.75, :p75 => 75.25, :p50 => 55.0, :p90 => 97.20000000000002, :p99 => 135.07999999999998, :p95 => 122.24999999999996)",4.810477734218474,0,57,50,0.02099609375,2048.0,43.0,9.0,0.6923076923076923,4.0,0.3076923076923077,13.0
48,3.790654493663263,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 18.75, :p75 => 78.0, :p50 => 57.5, :p90 => 99.1, :p99 => 137.09999999999997, :p95 => 124.79999999999995)",4.498039800291687,0,58,50,0.0224609375,2048.0,46.0,8.0,0.5714285714285714,6.0,0.42857142857142855,14.0
49,3.762928606440865,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 21.0, :p75 => 79.25, :p50 => 58.5, :p90 => 100.1, :p99 => 139.60999999999996, :p95 => 126.14999999999996)",4.4361853127867965,0,59,50,0.02197265625,2048.0,45.0,12.0,0.75,4.0,0.25,16.0
