time;nagents;births;deaths_age;deaths_starvation;combat_kills;calculate_total_credit_outstanding;calculate_credit_default_rate;calculate_decision_entropy;calculate_gini_coefficient;calculate_pareto_alpha;calculate_mean_lifespan;calculate_lifespan_inequality;calculate_cultural_entropy;calculate_spatial_segregation;calculate_clustering_coefficient;count_red_tribe;count_blue_tribe;calculate_factional_clustering_blue_attack_rate;calculate_factional_clustering_blue_initiated_attacks;calculate_factional_clustering_red_attack_rate;calculate_factional_clustering_red_initiated_attacks;calculate_factional_clustering_total_attacks;calculate_cultural_initiation_by_tribe_blue_initiated_transmissions;calculate_cultural_initiation_by_tribe_red_initiated_transmissions;calculate_cultural_initiation_by_tribe_total_transmissions;calculate_cultural_diversity_diversity_ratio
83;27;32;5;28;22;0.0;0.0;0.0;0.39973640001964594;2.692615309974605;24.77777777777778;0.4629352820683166;1.339287767409391;0.0;0.0;0;27;0.0;0.0;0.0;0.0;0.0;7.0;0.0;7.0;0.0029296875
84;27;32;5;28;22;0.0;0.0;0.0;0.38878050388120444;2.7796814830729226;25.77777777777778;0.4449765857811836;1.3418515255220562;0.0;0.0;0;27;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0029296875
85;27;32;5;28;22;0.0;0.0;0.0;0.37842152718236144;2.8692735923476875;26.77777777777778;0.428359202909687;1.1122011827550544;0.0;0.0;0;27;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0029296875
86;28;33;5;28;22;0.0;0.0;0.0;0.3804518570527542;2.7482368484343658;26.785714285714285;0.4339047619047618;0.881593709485343;0.0;0.0;0;28;0.0;0.0;0.0;0.0;0.0;6.0;0.0;6.0;0.00244140625
87;28;33;5;28;22;0.0;0.0;0.0;0.3715450576785444;2.7831633282831647;27.785714285714285;0.4182886522218141;0.657598949867696;0.0;0.0;0;28;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.001953125
88;28;34;6;28;22;0.0;0.0;0.0;0.3789697186011989;3.740730831249175;25.642857142857142;0.40648627138877824;0.5586478569798259;0.0;0.0;0;28;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.001953125
89;32;38;6;28;22;0.0;0.0;0.0;0.42278261531646266;4.159777150035728;23.3125;0.4673257372654156;0.5067352576114266;0.0;0.0;0;32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001953125
90;34;40;6;28;22;0.0;0.0;0.0;0.4324159244581376;3.9259184421093423;22.88235294117647;0.48056857704521416;0.4845306478224981;0.0;0.0;0;34;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.001953125
91;38;44;6;28;22;0.0;0.0;0.0;0.45263019935159;4.076083703575309;21.36842105263158;0.5172413793103448;0.4459400492508758;0.0;0.0;0;38;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.001953125
92;42;49;7;28;22;0.0;0.0;0.0;0.4932897005781218;1.8933282346809384;18.047619047619047;0.5372534237969595;0.3027839382791754;0.0;0.0;0;42;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.00146484375
93;46;53;7;28;22;0.0;0.0;0.0;0.4928058175472394;1.5906446680779847;17.391304347826086;0.5517391304347825;0.282600106577289;0.0;0.0;0;46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00146484375
94;48;55;7;28;22;0.0;0.0;0.0;0.4855607082630693;1.6535873095542215;17.625;0.5416666666666667;0.10126481756679193;0.0;0.0;0;48;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0009765625
95;50;57;7;28;22;0.0;0.0;0.0;0.47986420042144684;1.6519952625403511;17.88;0.5320805369127517;0.098039113279732;0.0;0.0;0;50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
96;51;58;7;28;22;0.0;0.0;0.0;0.4696343643163108;1.6253855920711537;18.50980392156863;0.5136257892987703;0.09650896073594732;0.0;0.0;0;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
97;53;60;7;28;22;0.0;0.0;0.0;0.46600334574874247;1.6612146916157218;18.77358490566038;0.5066464397458994;0.09359996324581574;0.0;0.0;0;53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
98;53;60;7;28;22;0.0;0.0;0.0;0.45569225459992246;1.7018915653550677;19.77358490566038;0.48102405300302453;0.09359996324581574;0.0;0.0;0;53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
99;53;60;7;28;22;0.0;0.0;0.0;0.44371654801011506;1.7379953230013074;20.77358490566038;0.4578684900519254;0.09359996324581574;0.0;0.0;0;53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
100;55;62;7;28;22;0.0;0.0;0.0;0.44397339462063745;1.88047534625571;20.98181818181818;0.4573184181503074;0.09087612133300153;0.0;0.0;0;55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
101;57;65;8;28;22;0.0;0.0;0.0;0.42883307820271876;2.2241961979285043;20.157894736842106;0.4634388407921457;0.08831978220001763;0.0;0.0;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
102;58;66;8;28;22;0.0;0.0;0.0;0.4248883665964305;2.269350379809025;20.79310344827586;0.4511637216217763;0.08709952319177525;0.0;0.0;0;58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
103;57;66;9;28;22;0.0;0.0;0.0;0.4142682356894931;2.6713162521373137;21.12280701754386;0.42705601212333155;0.08831978220001763;0.0;0.0;0;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
104;59;68;9;28;22;0.0;0.0;0.0;0.4134685230024213;2.2763512664198293;21.372881355932204;0.42782833102595474;0.08591550133466311;0.0;0.0;0;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
