time,nagents,births,deaths_age,deaths_starvation,gini_coefficient,wealth_percentiles,pareto_alpha,mean_lifespan,lifespan_inequality
0,100,0,0,0,0.23126649076517158,"Dict(:p25 => 10.75, :p75 => 20.25, :p50 => 15.0, :p90 => 24.0, :p99 => 25.0, :p95 => 25.0)",13.281928836255917,0.0,0.0
1,100,0,0,0,0.25267694463910306,"Dict(:p25 => 9.0, :p75 => 20.0, :p50 => 14.0, :p90 => 23.0, :p99 => 25.010000000000005, :p95 => 24.0)",20.962266510908016,1.0,0.0
2,99,0,0,1,0.28133348133348135,"Dict(:p25 => 9.0, :p75 => 20.0, :p50 => 13.0, :p90 => 23.200000000000003, :p99 => 27.0, :p95 => 24.10000000000001)",9.652855040725447,2.0,0.0
3,95,0,0,5,0.2958457090808284,"Dict(:p25 => 8.5, :p75 => 19.0, :p50 => 14.0, :p90 => 24.599999999999994, :p99 => 28.060000000000002, :p95 => 26.0)",6.975503636321646,3.0,0.0
4,90,0,0,10,0.3020510212729892,"Dict(:p25 => 9.0, :p75 => 20.0, :p50 => 15.0, :p90 => 26.0, :p99 => 31.0, :p95 => 28.0)",4.9001619204913975,4.0,0.0
5,84,0,0,16,0.29387125220458565,"Dict(:p25 => 9.0, :p75 => 20.0, :p50 => 14.5, :p90 => 27.0, :p99 => 33.0, :p95 => 29.85000000000001)",5.290283705189751,5.0,0.0
6,79,0,0,21,0.28858400817674346,"Dict(:p25 => 9.0, :p75 => 21.5, :p50 => 14.0, :p90 => 29.200000000000003, :p99 => 34.44, :p95 => 31.0)",5.9205393542333145,6.0,0.0
7,78,0,0,22,0.31222182835086065,"Dict(:p25 => 9.0, :p75 => 23.75, :p50 => 15.0, :p90 => 31.0, :p99 => 35.920000000000016, :p95 => 32.150000000000006)",5.561427883215392,7.0,0.0
8,77,0,0,23,0.34015757313790607,"Dict(:p25 => 8.0, :p75 => 25.0, :p50 => 15.0, :p90 => 33.0, :p99 => 38.200000000000045, :p95 => 34.2)",6.199608578299633,8.0,0.0
9,76,0,0,24,0.36639524821021174,"Dict(:p25 => 7.75, :p75 => 26.5, :p50 => 15.0, :p90 => 34.5, :p99 => 39.5, :p95 => 36.25)",9.021153131197812,9.0,0.0
10,75,0,0,25,0.39555885997521667,"Dict(:p25 => 7.0, :p75 => 29.0, :p50 => 15.0, :p90 => 35.599999999999994, :p99 => 41.56000000000003, :p95 => 38.3)",8.31794096082759,10.0,0.0
11,71,0,0,29,0.39732808616404314,"Dict(:p25 => 7.5, :p75 => 31.5, :p50 => 15.0, :p90 => 37.0, :p99 => 43.80000000000007, :p95 => 40.5)",11.19536782939658,11.0,0.0
12,65,0,0,35,0.3711552286678097,"Dict(:p25 => 9.0, :p75 => 34.0, :p50 => 20.0, :p90 => 39.6, :p99 => 46.519999999999996, :p95 => 42.60000000000001)",10.770653132225691,12.0,0.0
13,62,0,0,38,0.35716209845780855,"Dict(:p25 => 10.0, :p75 => 36.0, :p50 => 22.0, :p90 => 40.900000000000006, :p99 => 49.34, :p95 => 44.900000000000006)",14.183910561011043,13.0,0.0
14,61,0,0,39,0.36216522192747824,"Dict(:p25 => 10.0, :p75 => 38.0, :p50 => 24.0, :p90 => 43.0, :p99 => 51.39999999999999, :p95 => 47.0)",11.168182031948447,14.0,0.0
15,59,0,0,41,0.35602176298054333,"Dict(:p25 => 9.0, :p75 => 40.0, :p50 => 27.0, :p90 => 44.2, :p99 => 54.09999999999997, :p95 => 49.1)",14.67037185635975,15.0,0.0
16,58,0,0,42,0.35654642249663127,"Dict(:p25 => 9.0, :p75 => 42.75, :p50 => 28.5, :p90 => 47.0, :p99 => 57.15, :p95 => 51.15)",11.29151316084807,16.0,0.0
17,57,0,0,43,0.35569741184644776,"Dict(:p25 => 9.0, :p75 => 44.0, :p50 => 30.0, :p90 => 49.400000000000006, :p99 => 60.19999999999999, :p95 => 54.0)",10.909577356273294,17.0,0.0
18,60,3,0,43,0.3758167969532973,"Dict(:p25 => 11.25, :p75 => 44.5, :p50 => 25.5, :p90 => 51.1, :p99 => 62.45999999999998, :p95 => 56.0)",10.241376937914696,17.1,0.050000000000000044
19,65,9,0,44,0.3986751385696905,"Dict(:p25 => 9.0, :p75 => 44.0, :p50 => 22.0, :p90 => 51.6, :p99 => 64.16, :p95 => 57.40000000000001)",8.797358376748262,16.415384615384614,0.13590945137336896
20,69,15,0,46,0.39385415124446843,"Dict(:p25 => 10.0, :p75 => 38.0, :p50 => 21.0, :p90 => 50.2, :p99 => 66.24000000000005, :p95 => 55.800000000000026)",8.939444676708728,15.826086956521738,0.20759675107501185
21,77,24,0,47,0.3692032407177297,"Dict(:p25 => 13.0, :p75 => 34.0, :p50 => 20.0, :p90 => 50.199999999999996, :p99 => 62.960000000000036, :p95 => 52.60000000000001)",3.598288236745215,14.805194805194805,0.2917976760082024
22,80,27,0,47,0.37775880189174993,"Dict(:p25 => 12.375, :p75 => 31.375, :p50 => 19.0, :p90 => 52.05, :p99 => 64.84000000000003, :p95 => 55.099999999999994)",3.105934058851582,15.2125,0.3005854560394412
23,82,30,0,48,0.3804791689798537,"Dict(:p25 => 11.625, :p75 => 32.75, :p50 => 19.75, :p90 => 52.49999999999996, :p99 => 66.75999999999999, :p95 => 57.0)",3.434514004267796,15.536585365853659,0.3115212313818585
24,83,32,0,49,0.3716088845176626,"Dict(:p25 => 13.0, :p75 => 33.0, :p50 => 21.0, :p90 => 49.0, :p99 => 68.72000000000003, :p95 => 59.0)",3.862244688944834,16.048192771084338,0.31292738521654195
25,81,32,0,51,0.35786353564131335,"Dict(:p25 => 14.0, :p75 => 36.0, :p50 => 23.0, :p90 => 51.0, :p99 => 70.80000000000001, :p95 => 62.0)",3.6954927671564604,16.85185185185185,0.30096323429656757
26,84,35,0,51,0.3626980572793381,"Dict(:p25 => 13.875, :p75 => 34.75, :p50 => 23.5, :p90 => 52.0, :p99 => 72.68, :p95 => 64.85000000000001)",3.024242804122886,17.214285714285715,0.3096720015807153
27,86,37,0,51,0.3523310875071328,"Dict(:p25 => 14.625, :p75 => 35.0, :p50 => 24.0, :p90 => 52.0, :p99 => 74.75000000000003, :p95 => 65.125)",3.5889200184062227,17.790697674418606,0.30911992704058355
28,85,37,0,52,0.345251857968621,"Dict(:p25 => 15.0, :p75 => 37.0, :p50 => 26.0, :p90 => 54.39999999999998, :p99 => 76.80000000000005, :p95 => 67.29999999999998)",3.4630337142243954,18.68235294117647,0.2954659949622167
29,88,42,0,54,0.34264727128255124,"Dict(:p25 => 14.375, :p75 => 37.0, :p50 => 26.75, :p90 => 52.3, :p99 => 78.65000000000005, :p95 => 68.77500000000002)",3.6307569629339955,18.352272727272727,0.32629468055164645
30,90,44,0,54,0.3458115738971681,"Dict(:p25 => 15.0, :p75 => 36.75, :p50 => 26.5, :p90 => 54.0, :p99 => 80.55, :p95 => 70.42499999999998)",3.2263417252115527,18.92222222222222,0.32477980035231946
31,96,51,0,55,0.35224659676232517,"Dict(:p25 => 12.5, :p75 => 37.0, :p50 => 25.0, :p90 => 52.25, :p99 => 82.24999999999999, :p95 => 71.375)",2.71010776754355,18.354166666666668,0.3613081725312144
32,100,55,0,55,0.3510868031051517,"Dict(:p25 => 12.5, :p75 => 38.625, :p50 => 25.25, :p90 => 51.39999999999998, :p99 => 82.02000000000001, :p95 => 71.725)",3.001885349538633,18.58,0.36893433799784714
33,100,55,0,55,0.3466892578786851,"Dict(:p25 => 14.25, :p75 => 40.625, :p50 => 26.5, :p90 => 53.39999999999998, :p99 => 84.02000000000001, :p95 => 73.725)",3.150125828699399,19.58,0.3500919305413688
34,103,58,0,55,0.35406662213794826,"Dict(:p25 => 14.5, :p75 => 42.0, :p50 => 27.0, :p90 => 54.19999999999999, :p99 => 85.90000000000002, :p95 => 74.75000000000004)",3.1510328836174986,19.980582524271846,0.3525054959570513
35,113,68,0,55,0.357817479961954,"Dict(:p25 => 13.0, :p75 => 39.0, :p50 => 24.0, :p90 => 48.8, :p99 => 87.40000000000005, :p95 => 62.20000000000002)",4.1779756400412715,19.123893805309734,0.3944912425827112
36,115,70,0,55,0.3567545649557893,"Dict(:p25 => 14.0, :p75 => 40.75, :p50 => 25.0, :p90 => 50.599999999999994, :p99 => 89.3, :p95 => 63.900000000000034)",3.8443362495486193,19.77391304347826,0.38575962678291464
37,122,77,0,55,0.3602648535961339,"Dict(:p25 => 13.375, :p75 => 38.625, :p50 => 24.0, :p90 => 50.89999999999999, :p99 => 90.95000000000003, :p95 => 64.55000000000003)",3.7356571793917412,19.581967213114755,0.40349896039909705
38,128,83,0,55,0.3636027878197998,"Dict(:p25 => 12.875, :p75 => 37.0, :p50 => 23.75, :p90 => 51.3, :p99 => 92.65000000000002, :p95 => 59.30000000000001)",4.147586512048085,19.6171875,0.4127744175627239
39,136,91,0,55,0.3648535704733886,"Dict(:p25 => 12.5, :p75 => 35.25, :p50 => 22.5, :p90 => 52.75, :p99 => 93.59999999999991, :p95 => 57.750000000000085)",3.6056721883264,19.404411764705884,0.4284739094576824
40,145,100,0,55,0.3695895671653733,"Dict(:p25 => 12.5, :p75 => 35.0, :p50 => 22.0, :p90 => 52.3, :p99 => 92.56, :p95 => 58.80000000000001)",3.1221861920306524,19.137931034482758,0.4442522522522523
41,157,112,0,55,0.37252438605407434,"Dict(:p25 => 13.0, :p75 => 34.5, :p50 => 20.5, :p90 => 49.900000000000006, :p99 => 94.44, :p95 => 59.20000000000002)",3.092998075145125,18.598726114649683,0.46635546636419156
42,166,121,0,55,0.3640500552377537,"Dict(:p25 => 13.5, :p75 => 31.5, :p50 => 19.0, :p90 => 48.0, :p99 => 94.39999999999998, :p95 => 57.87500000000007)",3.1696328769578543,18.53614457831325,0.472782909342929
43,179,134,0,55,0.3508495329806096,"Dict(:p25 => 13.5, :p75 => 30.0, :p50 => 19.0, :p90 => 46.0, :p99 => 90.02999999999999, :p95 => 55.10000000000002)",2.8395958517610795,18.11731843575419,0.48862957086772196
44,187,143,0,56,0.3451201931599597,"Dict(:p25 => 13.625, :p75 => 29.5, :p50 => 19.0, :p90 => 43.2, :p99 => 90.10999999999984, :p95 => 54.85000000000001)",2.962509061029153,18.18716577540107,0.4900949233239045
45,192,150,0,58,0.3318146141840883,"Dict(:p25 => 15.0, :p75 => 29.625, :p50 => 19.375, :p90 => 41.0, :p99 => 90.62499999999969, :p95 => 53.80000000000007)",2.8737870482917662,18.21875,0.4861796026300744
46,193,151,0,58,0.3307671397144176,"Dict(:p25 => 15.5, :p75 => 30.5, :p50 => 20.25, :p90 => 42.0, :p99 => 91.4999999999998, :p95 => 54.80000000000007)",2.9686212893380652,19.11917098445596,0.46367580774253336
47,199,159,0,60,0.3277086863919516,"Dict(:p25 => 15.0, :p75 => 30.0, :p50 => 20.5, :p90 => 41.599999999999994, :p99 => 91.74999999999977, :p95 => 53.30000000000007)",3.047425505271838,19.195979899497488,0.4644031676708149
48,208,169,0,61,0.3238114543065087,"Dict(:p25 => 15.0, :p75 => 28.1875, :p50 => 20.5, :p90 => 41.0, :p99 => 92.39499999999997, :p95 => 53.25000000000017)",2.8116964849470616,19.091346153846153,0.4687917691726555
49,217,180,0,63,0.3262566441726811,"Dict(:p25 => 15.0, :p75 => 28.0, :p50 => 20.5, :p90 => 38.85, :p99 => 93.25999999999996, :p95 => 48.00000000000017)",2.8709757120644013,18.898617511520737,0.4751094765017412
50,222,188,0,66,0.3175597126016583,"Dict(:p25 => 14.625, :p75 => 29.0, :p50 => 21.0, :p90 => 38.975, :p99 => 94.18499999999999, :p95 => 46.0)",3.0702129797929456,18.954954954954953,0.47350820402151195
51,225,191,0,66,0.313840520003662,"Dict(:p25 => 15.0, :p75 => 29.0, :p50 => 21.5, :p90 => 39.9, :p99 => 95.13999999999999, :p95 => 46.90000000000002)",2.742371717102062,19.68888888888889,0.4571156257837974
52,230,197,0,67,0.3149614093700215,"Dict(:p25 => 14.0, :p75 => 29.5, :p50 => 22.25, :p90 => 39.05, :p99 => 96.06499999999997, :p95 => 47.77500000000002)",2.9838520815280885,20.095652173913045,0.4506838748518429
53,231,202,0,71,0.3041862504358184,"Dict(:p25 => 14.75, :p75 => 30.5, :p50 => 22.0, :p90 => 39.5, :p99 => 97.35, :p95 => 49.0)",3.010400381231869,20.19047619047619,0.44237894752474527
54,238,209,0,71,0.30734760694255847,"Dict(:p25 => 14.5625, :p75 => 31.1875, :p50 => 22.0, :p90 => 40.650000000000006, :p99 => 98.315, :p95 => 50.0)",3.1625823542438303,20.567226890756302,0.4385172659462151
55,242,214,0,72,0.30460084054207615,"Dict(:p25 => 15.0, :p75 => 32.0, :p50 => 22.25, :p90 => 41.5, :p99 => 99.29499999999999, :p95 => 50.900000000000034)",3.3359233872126732,21.078512396694215,0.4310554890387721
56,252,224,0,72,0.3103290791857447,"Dict(:p25 => 14.4375, :p75 => 32.0625, :p50 => 21.75, :p90 => 39.95, :p99 => 100.24499999999999, :p95 => 48.35000000000005)",3.569778101176964,21.202380952380953,0.434883648387298
57,264,236,0,72,0.32060201863990767,"Dict(:p25 => 14.0, :p75 => 31.4375, :p50 => 20.125, :p90 => 39.5, :p99 => 101.185, :p95 => 47.62500000000006)",3.4726626837656456,21.193181818181817,0.4418738321553335
58,280,252,0,72,0.3339591291780166,"Dict(:p25 => 13.25, :p75 => 31.5, :p50 => 19.25, :p90 => 40.0, :p99 => 102.60499999999999, :p95 => 46.62500000000003)",3.562429841461956,20.925,0.4549941481969131
59,294,268,0,74,0.33646400812455335,"Dict(:p25 => 12.5, :p75 => 30.0, :p50 => 18.375, :p90 => 39.775000000000034, :p99 => 103.535, :p95 => 47.525000000000034)",3.21381859041783,20.479591836734695,0.46436169551693807
60,303,283,5,75,0.33084866618752784,"Dict(:p25 => 12.8125, :p75 => 29.25, :p50 => 18.25, :p90 => 40.85000000000001, :p99 => 87.71999999999946, :p95 => 54.750000000000085)",3.108800544615934,19.78877887788779,0.4687437389502793
61,323,303,5,75,0.33508299193762014,"Dict(:p25 => 12.75, :p75 => 28.0, :p50 => 17.5, :p90 => 40.650000000000006, :p99 => 85.91999999999962, :p95 => 51.45000000000002)",2.7827091706431792,19.5015479876161,0.4804870987925254
62,348,330,7,75,0.326197309970623,"Dict(:p25 => 12.59375, :p75 => 25.625, :p50 => 17.125, :p90 => 37.150000000000006, :p99 => 72.70999999999981, :p95 => 49.80000000000007)",2.9945582209513213,18.67241379310345,0.4980427222522934
