time,nagents,#241,#242,#243,#244,#245,#246,#247,#248,#249,#250,#251,#252,#253,#254,#255,#256,#257,#258,#259,#260,#261,#262,#263,#264
46,15,12,0,28,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 15, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5077201136070231,"Dict(:p25 => 18.875, :p75 => 94.5, :p50 => 61.0, :p90 => 116.44, :p99 => 354.4159999999999, :p95 => 200.08000000000067)",2.403603694437295,25.0,0.4408888888888889,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.2459520807289133,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,13,"Dict(""blue_proportion"" => 0.8666666666666667, ""red_proportion"" => 0.13333333333333333)"
47,16,13,0,28,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5082257523681784,"Dict(:p25 => 18.5, :p75 => 91.625, :p50 => 58.75, :p90 => 118.2, :p99 => 353.6599999999999, :p95 => 188.3000000000005)",2.47762419080521,24.375,0.45993589743589736,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",2.0140355237092673,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,14,"Dict(""blue_proportion"" => 0.875, ""red_proportion"" => 0.125)"
48,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.5111589586282836,"Dict(:p25 => 21.5, :p75 => 89.0, :p50 => 56.875, :p90 => 119.7, :p99 => 395.4599999999999, :p95 => 201.30000000000058)",2.194706544873771,23.8125,0.48146325459317585,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",1.808045719583997,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
49,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4944264773423146,"Dict(:p25 => 24.5, :p75 => 91.5, :p50 => 58.875, :p90 => 121.2, :p99 => 396.45999999999987, :p95 => 202.30000000000058)",2.291352664641424,24.8125,0.4620591939546599,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",1.64622455382987,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
50,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4807983052112885,"Dict(:p25 => 26.5, :p75 => 94.0, :p50 => 60.875, :p90 => 123.2, :p99 => 397.6099999999999, :p95 => 204.05000000000058)",2.383165238332733,25.8125,0.4441585956416465,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)",1.9273921261392741,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
51,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4687363378023899,"Dict(:p25 => 28.75, :p75 => 95.5, :p50 => 62.875, :p90 => 125.2, :p99 => 399.6099999999999, :p95 => 206.05000000000058)",2.354249574194747,26.8125,0.42759324009324007,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)",2.166084939249829,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
52,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.45715187846876315,"Dict(:p25 => 31.0, :p75 => 97.0, :p50 => 64.875, :p90 => 127.2, :p99 => 401.6099999999999, :p95 => 208.05000000000058)",2.327157549415153,27.8125,0.4122191011235956,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",1.9927981441098428,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
53,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4472286916017796,"Dict(:p25 => 33.25, :p75 => 98.5, :p50 => 66.875, :p90 => 129.2, :p99 => 403.60999999999984, :p95 => 210.05000000000058)",2.301720539281025,28.8125,0.39791214750542303,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",1.9273921261392744,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
54,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4363292384959956,"Dict(:p25 => 36.0, :p75 => 100.0, :p50 => 68.75, :p90 => 131.2, :p99 => 405.6099999999999, :p95 => 212.05000000000058)",2.277790379636998,29.8125,0.3845649895178198,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",1.559581156259877,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
55,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.42623888815178446,"Dict(:p25 => 38.75, :p75 => 101.5, :p50 => 69.75, :p90 => 133.2, :p99 => 407.6099999999999, :p95 => 214.05000000000058)",2.255236323143325,30.8125,0.3720841784989859,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",1.808045719583997,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
56,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.41737852410029874,"Dict(:p25 => 41.5, :p75 => 103.0, :p50 => 70.75, :p90 => 135.2, :p99 => 409.6099999999999, :p95 => 216.05000000000058)",2.233942526853757,31.8125,0.36038801571709245,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.836422386754159,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
57,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.40826125667769,"Dict(:p25 => 44.5, :p75 => 104.5, :p50 => 71.75, :p90 => 137.2, :p99 => 411.6099999999999, :p95 => 218.05000000000058)",2.2138059654857543,32.8125,0.349404761904762,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.8364223867541591,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
58,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.39972887060583395,"Dict(:p25 => 47.25, :p75 => 106.0, :p50 => 71.75, :p90 => 139.2, :p99 => 413.60999999999984, :p95 => 220.05000000000058)",2.194734688163253,33.8125,0.3390711645101663,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.808045719583997,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
59,16,14,0,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3906517355169885,"Dict(:p25 => 50.25, :p75 => 107.625, :p50 => 73.25, :p90 => 140.2, :p99 => 415.6099999999999, :p95 => 222.05000000000058)",2.217140997423863,34.8125,0.32933123877917425,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)",1.9273921261392744,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,15,"Dict(""blue_proportion"" => 0.9375, ""red_proportion"" => 0.0625)"
60,13,14,3,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 13, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.16998665235179766,"Dict(:p25 => 64.25, :p75 => 104.0, :p50 => 78.5, :p90 => 106.1, :p99 => 138.94199999999998, :p95 => 121.11000000000007)",3.68530999573961,30.23076923076923,0.347230377764729,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.7782333057997075,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,12,"Dict(""blue_proportion"" => 0.9230769230769231, ""red_proportion"" => 0.07692307692307693)"
61,13,14,3,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 13, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.16660305883018123,"Dict(:p25 => 67.25, :p75 => 105.0, :p50 => 81.5, :p90 => 108.9, :p99 => 141.06199999999995, :p95 => 123.71000000000008)",3.7616154011266407,31.23076923076923,0.3361121636983706,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)",1.844621476365503,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,12,"Dict(""blue_proportion"" => 0.9230769230769231, ""red_proportion"" => 0.07692307692307693)"
62,13,14,3,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 13, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.16270016261058906,"Dict(:p25 => 70.25, :p75 => 106.0, :p50 => 84.0, :p90 => 111.7, :p99 => 143.18199999999996, :p95 => 126.31000000000009)",3.770068037401999,32.23076923076923,0.3256838626767029,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",1.844621476365503,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,12,"Dict(""blue_proportion"" => 0.9230769230769231, ""red_proportion"" => 0.07692307692307693)"
63,14,15,3,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2035408181113969,"Dict(:p25 => 69.0, :p75 => 102.125, :p50 => 79.75, :p90 => 110.30000000000001, :p99 => 144.47299999999998, :p95 => 124.76500000000004)",4.221488420344507,30.857142857142858,0.3647486772486772,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.8095142558492818,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,13,"Dict(""blue_proportion"" => 0.9285714285714286, ""red_proportion"" => 0.07142857142857142)"
64,15,16,3,28,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 15, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2372649281290835,"Dict(:p25 => 65.375, :p75 => 96.625, :p50 => 77.0, :p90 => 111.30000000000001, :p99 => 146.094, :p95 => 124.87000000000009)",4.785793365799881,29.733333333333334,0.39641255605381165,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 5)",1.5226999259857525,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,14,"Dict(""blue_proportion"" => 0.9333333333333333, ""red_proportion"" => 0.06666666666666667)"
