time,nagents,#133,#134,#135,#136,#137,#138,#139,#140,#141,#142
0,50,0,0,0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,0,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
1,44,0,0,0,0.27024555903866254,"Dict(:p25 => 10.0, :p75 => 22.0, :p50 => 14.0, :p90 => 24.0, :p99 => 38.28, :p95 => 25.0)",6.383187157752858,1.0,0.0,6,"Dict{String, Real}(""total_attacks"" => 6, ""red_initiated_attacks"" => 5, ""red_attack_rate"" => 0.8333333333333334, ""blue_attack_rate"" => 0.16666666666666666, ""blue_initiated_attacks"" => 1)"
2,40,0,0,1,0.31394736842105275,"Dict(:p25 => 10.75, :p75 => 21.0, :p50 => 14.0, :p90 => 24.1, :p99 => 52.97999999999999, :p95 => 34.39999999999998)",3.698648012267162,2.0,0.0,9,"Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 3)"
3,37,0,0,1,0.35901948460088007,"Dict(:p25 => 11.0, :p75 => 22.0, :p50 => 15.0, :p90 => 27.0, :p99 => 65.76000000000002, :p95 => 34.400000000000034)",3.2662207644725663,3.0,0.0,12,"Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 3)"
4,34,0,0,3,0.3814294948748731,"Dict(:p25 => 10.25, :p75 => 24.0, :p50 => 15.0, :p90 => 29.700000000000003, :p99 => 68.09999999999984, :p95 => 47.35)",2.7453318947397474,4.0,0.0,13,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
5,29,0,0,5,0.4174228675136116,"Dict(:p25 => 9.0, :p75 => 28.0, :p50 => 18.0, :p90 => 38.200000000000045, :p99 => 76.60000000000001, :p95 => 64.20000000000003)",2.0847291080182924,5.0,0.0,16,"Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 0.3333333333333333, ""blue_attack_rate"" => 0.6666666666666666, ""blue_initiated_attacks"" => 2)"
6,25,0,0,7,0.4399357945425362,"Dict(:p25 => 9.0, :p75 => 29.0, :p50 => 20.0, :p90 => 60.400000000000055, :p99 => 84.84, :p95 => 77.6)",1.799701856230443,6.0,0.0,18,"Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)"
7,24,0,0,7,0.48864850427350426,"Dict(:p25 => 7.75, :p75 => 31.75, :p50 => 19.5, :p90 => 72.00000000000006, :p99 => 87.46999999999998, :p95 => 78.85000000000001)",1.631312261532972,7.0,0.0,19,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
8,23,0,0,8,0.4928453494771601,"Dict(:p25 => 6.5, :p75 => 34.5, :p50 => 22.0, :p90 => 74.4, :p99 => 90.58000000000001, :p95 => 81.60000000000002)",1.6968131087816256,8.0,0.0,19,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
9,21,0,0,9,0.4738169411066606,"Dict(:p25 => 10.0, :p75 => 38.0, :p50 => 26.0, :p90 => 78.00000000000001, :p99 => 93.80000000000001, :p95 => 85.00000000000004)",1.8279364560162454,9.0,0.0,20,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
10,20,0,0,9,0.4875766871165643,"Dict(:p25 => 8.0, :p75 => 40.75, :p50 => 29.0, :p90 => 79.70000000000002, :p99 => 98.24000000000001, :p95 => 95.2)",1.9085512412700774,10.0,0.0,21,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
11,18,0,0,11,0.44619356988172587,"Dict(:p25 => 13.25, :p75 => 45.0, :p50 => 33.5, :p90 => 84.00000000000001, :p99 => 101.32000000000002, :p95 => 98.6)",2.047721515355557,11.0,0.0,21,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
12,18,0,0,11,0.454257907542579,"Dict(:p25 => 12.5, :p75 => 47.75, :p50 => 35.5, :p90 => 84.90000000000002, :p99 => 104.32000000000001, :p95 => 101.60000000000001)",2.1948921987053724,12.0,0.0,21,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
13,17,0,0,12,0.43092628231947105,"Dict(:p25 => 12.0, :p75 => 52.0, :p50 => 39.0, :p90 => 88.4, :p99 => 107.36, :p95 => 104.80000000000001)",2.351003594724022,13.0,0.0,21,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
14,16,0,0,13,0.40114265927977844,"Dict(:p25 => 13.0, :p75 => 59.25, :p50 => 43.0, :p90 => 92.5, :p99 => 110.4, :p95 => 108.00000000000001)",2.51711481946899,14.0,0.0,21,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
15,14,0,0,14,0.32841719683824944,"Dict(:p25 => 40.5, :p75 => 70.0, :p50 => 50.0, :p90 => 100.39999999999998, :p99 => 113.47999999999999, :p95 => 111.4)",2.6944290695260014,15.0,0.0,22,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
16,14,0,0,14,0.32924545965175067,"Dict(:p25 => 42.75, :p75 => 72.25, :p50 => 52.5, :p90 => 102.49999999999997, :p99 => 116.47999999999999, :p95 => 114.4)",2.8843239617419627,16.0,0.0,22,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
17,14,0,0,14,0.3303912647861693,"Dict(:p25 => 44.75, :p75 => 74.5, :p50 => 54.5, :p90 => 104.59999999999997, :p99 => 119.47999999999999, :p95 => 117.4)",3.0883885935153104,17.0,0.0,22,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
18,17,3,0,14,0.38282673664261235,"Dict(:p25 => 16.0, :p75 => 67.0, :p50 => 51.0, :p90 => 82.4, :p99 => 117.07999999999998, :p95 => 93.4000000000001)",4.214086960479885,14.823529411764707,0.17647058823529416,22,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
19,16,3,0,15,0.3412081339712918,"Dict(:p25 => 18.75, :p75 => 72.0, :p50 => 56.0, :p90 => 85.5, :p99 => 120.44999999999999, :p95 => 98.25000000000007)",4.568857970316882,15.625,0.1755,22,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
20,21,9,0,15,0.4113053997580556,"Dict(:p25 => 16.0, :p75 => 61.0, :p50 => 22.0, :p90 => 78.00000000000001, :p99 => 120.00000000000003, :p95 => 84.00000000000016)",4.0314505017115065,12.666666666666666,0.363766559255281,23,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
21,21,10,0,15,0.410905447450298,"Dict(:p25 => 18.0, :p75 => 63.0, :p50 => 25.0, :p90 => 83.0, :p99 => 122.80000000000004, :p95 => 86.00000000000016)",4.038078187611129,13.619047619047619,0.34165834165834164,24,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
22,25,18,0,15,0.436824034334764,"Dict(:p25 => 14.0, :p75 => 64.0, :p50 => 26.5, :p90 => 74.60000000000002, :p99 => 123.72000000000007, :p95 => 86.2)",4.452134729368536,12.28,0.4273615635179153,28,"Dict{String, Real}(""total_attacks"" => 4, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 4)"
23,23,20,0,15,0.3993039862605081,"Dict(:p25 => 21.0, :p75 => 61.5, :p50 => 33.0, :p90 => 79.6, :p99 => 127.44000000000005, :p95 => 89.20000000000002)",3.9572385010567763,14.304347826086957,0.3552266419981498,32,"Dict{String, Real}(""total_attacks"" => 4, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 4)"
24,25,23,0,16,0.3774974974974974,"Dict(:p25 => 20.0, :p75 => 53.0, :p50 => 31.0, :p90 => 70.4, :p99 => 129.24000000000007, :p95 => 88.00000000000001)",3.4289207832311837,13.12,0.4234146341463414,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
25,28,26,0,16,0.37653646544659924,"Dict(:p25 => 18.25, :p75 => 44.5, :p50 => 29.25, :p90 => 67.70000000000002, :p99 => 130.50000000000003, :p95 => 87.00000000000004)",2.7482261423646275,12.607142857142858,0.45841764467826773,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
26,29,27,0,16,0.3715564521212884,"Dict(:p25 => 17.0, :p75 => 43.5, :p50 => 27.0, :p90 => 69.80000000000003, :p99 => 132.72000000000014, :p95 => 88.40000000000003)",2.4793136699472895,13.137931034482758,0.4445651190152955,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
27,29,27,0,16,0.3584399939768106,"Dict(:p25 => 19.0, :p75 => 44.5, :p50 => 29.0, :p90 => 72.80000000000003, :p99 => 135.44000000000014, :p95 => 90.80000000000003)",2.2614441634767553,14.137931034482758,0.4131202691337257,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
28,29,27,0,16,0.34800173135189727,"Dict(:p25 => 21.0, :p75 => 47.0, :p50 => 31.0, :p90 => 74.80000000000003, :p99 => 138.16000000000014, :p95 => 92.80000000000003)",2.3141915639693296,15.137931034482758,0.38582986411122455,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
29,29,27,0,16,0.3388041556145003,"Dict(:p25 => 23.0, :p75 => 50.0, :p50 => 34.0, :p90 => 77.00000000000003, :p99 => 140.88000000000014, :p95 => 95.20000000000002)",2.353142256698174,16.137931034482758,0.3619216033009136,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
30,32,30,0,16,0.3672836538461539,"Dict(:p25 => 22.375, :p75 => 51.125, :p50 => 33.0, :p90 => 76.30000000000003, :p99 => 138.23000000000008, :p95 => 89.80000000000001)",2.4010119223712776,15.53125,0.4026031187122736,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
31,32,30,0,16,0.3533318014705882,"Dict(:p25 => 23.5, :p75 => 53.125, :p50 => 34.5, :p90 => 78.30000000000004, :p99 => 140.92000000000007, :p95 => 92.35000000000001)",2.3620619485437464,16.53125,0.3782490548204158,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
32,34,32,0,16,0.36341716898773657,"Dict(:p25 => 21.875, :p75 => 53.125, :p50 => 32.5, :p90 => 76.90000000000005, :p99 => 137.53999999999968, :p95 => 94.05000000000001)",2.5499774161410165,16.5,0.3945160952081368,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
33,34,32,0,16,0.35272153667984507,"Dict(:p25 => 22.125, :p75 => 54.0, :p50 => 34.5, :p90 => 78.90000000000005, :p99 => 140.20999999999964, :p95 => 96.7)",2.5953127162308594,17.5,0.3719723183391004,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
34,34,32,0,16,0.3419692095588236,"Dict(:p25 => 23.875, :p75 => 55.5, :p50 => 37.0, :p90 => 81.60000000000005, :p99 => 142.87999999999965, :p95 => 98.7)",2.732734097688177,18.5,0.351865706536987,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
35,34,32,0,16,0.331447257228938,"Dict(:p25 => 26.125, :p75 => 57.5, :p50 => 39.5, :p90 => 84.30000000000005, :p99 => 145.54999999999967, :p95 => 100.7)",2.874715221820372,19.5,0.33382131132996196,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
36,34,32,0,16,0.32229213800905,"Dict(:p25 => 27.75, :p75 => 59.5, :p50 => 42.0, :p90 => 86.70000000000006, :p99 => 148.21999999999963, :p95 => 102.7)",3.042671102008091,20.5,0.3175373449236223,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
37,34,32,0,16,0.3136856830899415,"Dict(:p25 => 30.125, :p75 => 60.75, :p50 => 44.5, :p90 => 88.70000000000006, :p99 => 150.21999999999963, :p95 => 104.7)",3.224126353944927,21.5,0.3027681660899655,32,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
38,36,35,0,16,0.3329596412556055,"Dict(:p25 => 31.375, :p75 => 60.0, :p50 => 40.5, :p90 => 87.0, :p99 => 151.5499999999999, :p95 => 106.5)",2.9928519578049446,21.25,0.3287944807552652,33,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
39,36,35,0,16,0.32512455729635636,"Dict(:p25 => 33.5, :p75 => 62.0, :p50 => 42.5, :p90 => 89.5, :p99 => 154.1999999999999, :p95 => 109.25)",3.026153791648017,22.25,0.31401720072132067,33,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
40,42,41,0,16,0.37994634473507727,"Dict(:p25 => 20.875, :p75 => 59.25, :p50 => 38.25, :p90 => 79.9, :p99 => 152.70999999999975, :p95 => 103.80000000000001)",2.8822154757763747,19.928571428571427,0.40043807248108343,33,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
41,48,48,0,16,0.40971176372155305,"Dict(:p25 => 15.125, :p75 => 59.0, :p50 => 34.5, :p90 => 81.60000000000001, :p99 => 151.09999999999957, :p95 => 102.09999999999997)",2.878757523595076,18.291666666666668,0.45999430523917995,34,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
42,56,59,0,16,0.43135458442815655,"Dict(:p25 => 14.0, :p75 => 46.75, :p50 => 21.25, :p90 => 77.0, :p99 => 141.64999999999975, :p95 => 98.0)",3.0696681961050483,16.535714285714285,0.5167000925640235,37,"Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 3)"
43,60,63,0,16,0.417394333488156,"Dict(:p25 => 15.375, :p75 => 46.625, :p50 => 20.0, :p90 => 73.10000000000002, :p99 => 138.90999999999983, :p95 => 89.62500000000004)",3.524012229930235,16.366666666666667,0.521418873048201,37,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
44,61,64,0,16,0.40985068299920324,"Dict(:p25 => 16.0, :p75 => 48.0, :p50 => 21.0, :p90 => 73.0, :p99 => 140.79999999999993, :p95 => 91.0)",3.602559061484771,17.081967213114755,0.4997325446021208,37,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
45,64,68,0,17,0.40342370338619804,"Dict(:p25 => 17.375, :p75 => 49.125, :p50 => 22.25, :p90 => 73.7, :p99 => 133.4699999999999, :p95 => 92.4)",4.073089529326014,16.53125,0.5073546786389413,37,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
46,66,72,0,17,0.4011427784661985,"Dict(:p25 => 17.5, :p75 => 48.875, :p50 => 24.25, :p90 => 74.0, :p99 => 142.97500000000014, :p95 => 90.0)",2.9260895999316476,16.984848484848484,0.49548563241694366,39,"Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)"
47,67,77,0,17,0.39249809867858154,"Dict(:p25 => 18.5, :p75 => 50.25, :p50 => 26.0, :p90 => 75.80000000000001, :p99 => 145.13000000000005, :p95 => 91.50000000000001)",2.812132685606411,17.70149253731343,0.47708338576929843,43,"Dict{String, Real}(""total_attacks"" => 4, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 4)"
48,68,78,0,17,0.3935568867669579,"Dict(:p25 => 19.5, :p75 => 52.125, :p50 => 27.5, :p90 => 78.0, :p99 => 146.93499999999997, :p95 => 93.25000000000003)",2.865313068016859,18.426470588235293,0.4596380451621991,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
49,69,79,0,17,0.3926510196229318,"Dict(:p25 => 20.5, :p75 => 53.0, :p50 => 29.0, :p90 => 80.2, :p99 => 146.3400000000002, :p95 => 95.00000000000004)",2.9344896701862684,19.144927536231883,0.4441518831802871,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
50,70,80,0,17,0.3918672705990127,"Dict(:p25 => 19.0, :p75 => 52.5, :p50 => 30.5, :p90 => 81.20000000000002, :p99 => 148.40500000000006, :p95 => 96.74999999999999)",2.7763577792639436,19.857142857142858,0.43035971223021585,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
51,72,82,0,17,0.3914532858728519,"Dict(:p25 => 18.5, :p75 => 51.625, :p50 => 29.75, :p90 => 81.79999999999998, :p99 => 150.18500000000017, :p95 => 97.70000000000002)",2.804931392063284,20.27777777777778,0.4261225266362254,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
52,72,82,0,17,0.38501420716631607,"Dict(:p25 => 19.5, :p75 => 53.375, :p50 => 32.25, :p90 => 82.89999999999999, :p99 => 152.47500000000016, :p95 => 99.15000000000002)",2.809680671810841,21.27777777777778,0.40609588047577616,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
53,72,82,0,17,0.3784866944533505,"Dict(:p25 => 20.5, :p75 => 55.125, :p50 => 34.5, :p90 => 84.0, :p99 => 154.76500000000016, :p95 => 100.60000000000002)",2.880560620773926,22.27777777777778,0.38786713771127745,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
54,72,82,0,17,0.3726923606805814,"Dict(:p25 => 22.25, :p75 => 56.875, :p50 => 36.5, :p90 => 85.89999999999999, :p99 => 157.05500000000018, :p95 => 102.05000000000003)",2.9582983551952435,23.27777777777778,0.37120458764253517,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
55,74,85,0,18,0.3615813591035095,"Dict(:p25 => 22.5, :p75 => 57.625, :p50 => 37.5, :p90 => 84.50000000000001, :p99 => 158.00500000000034, :p95 => 102.50000000000009)",3.017766866011096,23.43243243243243,0.38235294117647056,43,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
56,77,89,0,18,0.3655072939852706,"Dict(:p25 => 23.5, :p75 => 58.0, :p50 => 37.25, :p90 => 82.19999999999999, :p99 => 159.3000000000003, :p95 => 102.20000000000003)",2.9243921306920755,23.48051948051948,0.3913774278818527,44,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
57,79,91,0,18,0.37091828653899883,"Dict(:p25 => 22.0, :p75 => 57.25, :p50 => 38.5, :p90 => 84.1, :p99 => 160.86999999999995, :p95 => 102.2000000000001)",2.9967541667802933,23.860759493670887,0.39120303528858735,44,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
58,83,96,0,18,0.37768714711848617,"Dict(:p25 => 21.375, :p75 => 53.5, :p50 => 36.0, :p90 => 84.29999999999998, :p99 => 161.71000000000024, :p95 => 102.0)",2.5619658609555973,23.662650602409638,0.4055652344612668,45,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
59,84,101,0,19,0.36960286090720884,"Dict(:p25 => 22.8125, :p75 => 54.5625, :p50 => 37.5, :p90 => 85.95000000000002, :p99 => 163.53500000000008, :p95 => 103.85000000000001)",2.6200355888957905,24.154761904761905,0.40513154497876047,48,"Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 3)"
60,91,110,2,19,0.4098353538904067,"Dict(:p25 => 18.0, :p75 => 57.5, :p50 => 32.0, :p90 => 90.5, :p99 => 163.15000000000032, :p95 => 106.0)",2.479099656031303,21.9010989010989,0.4473459305370997,48,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
61,94,113,2,19,0.40260958665384305,"Dict(:p25 => 17.5, :p75 => 58.25, :p50 => 32.75, :p90 => 89.25, :p99 => 164.12500000000028, :p95 => 106.75000000000004)",2.6505900644785223,22.170212765957448,0.44607342671621675,48,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
62,100,120,2,19,0.4058673651625193,"Dict(:p25 => 17.5, :p75 => 58.0, :p50 => 30.375, :p90 => 89.19999999999999, :p99 => 163.8850000000002, :p95 => 107.24999999999999)",2.6562911507252243,21.78,0.4612121212121212,49,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
63,108,128,2,19,0.4175992998862954,"Dict(:p25 => 16.6875, :p75 => 57.125, :p50 => 28.75, :p90 => 82.99999999999997, :p99 => 161.73500000000027, :p95 => 108.30000000000001)",2.778433090655929,21.09259259259259,0.48237570318342926,49,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
64,109,129,2,19,0.4109564355084867,"Dict(:p25 => 17.5, :p75 => 58.5, :p50 => 29.25, :p90 => 83.80000000000003, :p99 => 162.42000000000007, :p95 => 109.80000000000003)",2.795212878174487,21.889908256880734,0.4654905911394449,49,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
