time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_factional_clustering,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_initiation_by_tribe,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,calculate_trait_similarity_metrics,count_red_tribe,count_blue_tribe,calculate_tribe_proportions
115,352,423,18,55,48,2282.648066355601,0.4165366614664587,"Dict{String, Real}(""n_edges"" => 390, ""density"" => 0.006313131313131313, ""avg_degree"" => 2.8920454545454546, ""n_nodes"" => 352, ""max_degree"" => 121)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.33736035400123865,"Dict(:p25 => 11.486765625, :p75 => 19.125, :p50 => 15.3375, :p90 => 25.487500000000004, :p99 => 97.58587500000007, :p95 => 33.1848848003302)",2.4713847530321784,20.982954545454547,0.42314467789183463,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 120, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 120)",3.0979402419125948,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,352,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
116,359,434,19,58,48,2348.0857569953955,0.47040971168437024,"Dict{String, Real}(""n_edges"" => 406, ""density"" => 0.006317984469584974, ""avg_degree"" => 2.9220055710306405, ""n_nodes"" => 359, ""max_degree"" => 123)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3281810913676011,"Dict(:p25 => 11.5625, :p75 => 19.03125, :p50 => 15.3125, :p90 => 24.534074089988444, :p99 => 91.45661000000038, :p95 => 33.14172804590672)",2.7942493061290996,21.016713091922007,0.4200018090159139,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 118, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 118)",3.1103560509364985,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,359,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
117,364,440,19,59,48,2313.514882919897,0.5679389312977099,"Dict{String, Real}(""n_edges"" => 402, ""density"" => 0.0060848242666424485, ""avg_degree"" => 2.8461538461538463, ""n_nodes"" => 364, ""max_degree"" => 123)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.33778159205589375,"Dict(:p25 => 11.484375, :p75 => 19.0625, :p50 => 15.25, :p90 => 24.31125000000001, :p99 => 90.2405850000001, :p95 => 32.99534375000002)",2.831132409247131,21.63186813186813,0.4114738449257118,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 114, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 114)",3.0596229696577204,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,364,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
118,368,451,19,63,51,2385.785898832248,0.532258064516129,"Dict{String, Real}(""n_edges"" => 404, ""density"" => 0.005982703471152707, ""avg_degree"" => 2.641304347826087, ""n_nodes"" => 368, ""max_degree"" => 126)","Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 0.3333333333333333, ""blue_attack_rate"" => 0.6666666666666666, ""blue_initiated_attacks"" => 2)",0.0,0.3281597560307521,"Dict(:p25 => 12.125, :p75 => 18.78125, :p50 => 15.28125, :p90 => 23.879017578125, :p99 => 90.30076499999961, :p95 => 32.3238375)",2.7335793445180334,21.796195652173914,0.4147885577532888,"Dict{String, Real}(""red_transmission_rate"" => 0.00847457627118644, ""blue_transmission_rate"" => 0.9915254237288136, ""blue_initiated_transmissions"" => 117, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 118)",3.091279576025807,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,367,"Dict(""blue_proportion"" => 0.9972826086956522, ""red_proportion"" => 0.002717391304347826)"
119,379,465,19,66,51,2466.8030020428628,0.5316846986089645,"Dict{String, Real}(""n_edges"" => 420, ""density"" => 0.005863383172090296, ""avg_degree"" => 2.66754617414248, ""n_nodes"" => 379, ""max_degree"" => 128)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.32518299005521034,"Dict(:p25 => 11.5, :p75 => 18.299997709274294, :p50 => 15.087499999999999, :p90 => 22.80000000000001, :p99 => 87.64345818115162, :p95 => 30.037000000000017)",2.996678070167316,21.80211081794195,0.4191160199471402,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 114, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 114)",3.0191201007031023,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,379,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
120,385,479,21,72,51,2769.134858892967,0.5369030390738061,"Dict{String, Real}(""n_edges"" => 447, ""density"" => 0.006047077922077922, ""avg_degree"" => 2.7896103896103894, ""n_nodes"" => 385, ""max_degree"" => 140)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3010849065761205,"Dict(:p25 => 11.5, :p75 => 17.875, :p50 => 15.0, :p90 => 23.326300000000003, :p99 => 69.98844999999989, :p95 => 29.902500000000003)",3.052049235352914,21.431168831168833,0.42184701736271246,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 107, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 107)",3.0135625180995143,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,385,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
121,391,488,22,74,51,3000.601690588591,0.5769764216366158,"Dict{String, Real}(""n_edges"" => 490, ""density"" => 0.0064266509279297, ""avg_degree"" => 2.833759590792839, ""n_nodes"" => 391, ""max_degree"" => 157)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.30159451774575285,"Dict(:p25 => 11.5, :p75 => 17.641894531249996, :p50 => 15.0, :p90 => 23.33550000000001, :p99 => 53.836843749999275, :p95 => 29.821875000000016)",2.822797368213876,21.69309462915601,0.4158612400805437,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 131, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 131)",3.031148052394784,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,391,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
122,394,493,23,75,51,3079.561541110567,0.5460614152202937,"Dict{String, Real}(""n_edges"" => 505, ""density"" => 0.006522778057632942, ""avg_degree"" => 2.9289340101522843, ""n_nodes"" => 394, ""max_degree"" => 158)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2867703929670131,"Dict(:p25 => 12.184347333908082, :p75 => 17.6875, :p50 => 15.0625, :p90 => 22.69375000000001, :p99 => 48.330220315166876, :p95 => 29.781562500000007)",3.301797909180135,22.281725888324875,0.4039528454786254,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 114, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 114)",3.10258590873684,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,394,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
123,393,496,23,79,51,3045.717382118492,0.5540540540540541,"Dict{String, Real}(""n_edges"" => 492, ""density"" => 0.00638728773952329, ""avg_degree"" => 2.910941475826972, ""n_nodes"" => 393, ""max_degree"" => 158)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2828734326196152,"Dict(:p25 => 11.9375, :p75 => 17.6875, :p50 => 15.0625, :p90 => 22.998040479160085, :p99 => 48.087769317154354, :p95 => 29.557843750000007)",3.084871974305415,23.083969465648856,0.3932576706113602,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 124, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 124)",3.1052876024804457,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,392,"Dict(""blue_proportion"" => 0.9974554707379135, ""red_proportion"" => 0.002544529262086514)"
124,400,509,23,81,55,2986.5672933190262,0.5572207084468664,"Dict{String, Real}(""n_edges"" => 488, ""density"" => 0.006115288220551378, ""avg_degree"" => 2.835, ""n_nodes"" => 400, ""max_degree"" => 155)","Dict{String, Real}(""total_attacks"" => 4, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 4)",0.0,0.29176099444605263,"Dict(:p25 => 11.812497484112784, :p75 => 17.453125, :p50 => 14.9375, :p90 => 22.775000000000006, :p99 => 48.07684755324219, :p95 => 30.072125000000007)",2.9899662183451725,23.33,0.3973114016288042,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 128, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 128)",3.1667167390988893,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,400,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
125,405,514,23,81,55,2987.0594259545196,0.5603799185888738,"Dict{String, Real}(""n_edges"" => 491, ""density"" => 0.006001711282239335, ""avg_degree"" => 2.8, ""n_nodes"" => 405, ""max_degree"" => 156)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.29750181218688154,"Dict(:p25 => 11.5, :p75 => 17.375, :p50 => 14.9375, :p90 => 22.275000000000006, :p99 => 45.170907500000006, :p95 => 29.783750000000012)",3.12923837699143,24.02962962962963,0.3886235049956108,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 115, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 115)",3.197016255169541,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,405,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
126,408,520,23,84,55,2932.5549621118357,0.546831955922865,"Dict{String, Real}(""n_edges"" => 484, ""density"" => 0.005829358770535241, ""avg_degree"" => 2.7254901960784315, ""n_nodes"" => 408, ""max_degree"" => 150)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.29788344601053107,"Dict(:p25 => 11.5, :p75 => 16.965625, :p50 => 14.794158265273227, :p90 => 22.531250000000004, :p99 => 46.12450765625002, :p95 => 29.005703125000004)",2.9668456109486248,24.627450980392158,0.38344183214687155,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 129, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 129)",3.205470865114514,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,408,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
127,408,526,24,89,55,2959.4302390403027,0.5534506089309879,"Dict{String, Real}(""n_edges"" => 498, ""density"" => 0.005997976586211881, ""avg_degree"" => 2.7892156862745097, ""n_nodes"" => 408, ""max_degree"" => 150)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2939549514890043,"Dict(:p25 => 11.5703125, :p75 => 16.9140625, :p50 => 14.75, :p90 => 21.849000000000004, :p99 => 46.19818878125001, :p95 => 29.43131684875491)",2.9073223862691195,25.17156862745098,0.3787535559501307,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 130, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 130)",3.1463220254305746,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,408,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
128,413,537,25,93,56,3043.4987930385473,0.5757978723404256,"Dict{String, Real}(""n_edges"" => 506, ""density"" => 0.005947483485742495, ""avg_degree"" => 2.7966101694915255, ""n_nodes"" => 413, ""max_degree"" => 148)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.2953377973656597,"Dict(:p25 => 11.307782135009761, :p75 => 16.75, :p50 => 14.683253835007402, :p90 => 21.7425, :p99 => 47.97384275592874, :p95 => 28.438896484375018)",3.1201591445237393,25.2590799031477,0.38211444762994096,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 130, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 130)",3.1218181538030345,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,413,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
129,414,542,25,97,56,2976.540783809533,0.5796519410977242,"Dict{String, Real}(""n_edges"" => 506, ""density"" => 0.005918751681463546, ""avg_degree"" => 2.7753623188405796, ""n_nodes"" => 414, ""max_degree"" => 143)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.29872001076224053,"Dict(:p25 => 11.134780493236171, :p75 => 16.7421875, :p50 => 14.706109417681429, :p90 => 22.3315786010638, :p99 => 47.95391006125911, :p95 => 28.23858916442992)",3.0428079857256325,25.908212560386474,0.37737863928996407,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 127, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 127)",3.1777528436849187,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,414,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
130,423,552,25,98,56,2997.411330209814,0.5729303547963206,"Dict{String, Real}(""n_edges"" => 511, ""density"" => 0.005725297749095268, ""avg_degree"" => 2.75177304964539, ""n_nodes"" => 423, ""max_degree"" => 140)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.30827022576962304,"Dict(:p25 => 9.226693424070639, :p75 => 16.59375, :p50 => 14.625, :p90 => 21.365059062499995, :p99 => 47.85701580923226, :p95 => 28.486011043355536)",3.1076487318128985,26.29787234042553,0.3784176312923817,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 121, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 121)",3.1942089372403104,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,423,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
131,424,556,26,100,56,3135.4394555959466,0.5166270783847982,"Dict{String, Real}(""n_edges"" => 538, ""density"" => 0.005999375529684643, ""avg_degree"" => 2.9764150943396226, ""n_nodes"" => 424, ""max_degree"" => 146)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.30890381610857376,"Dict(:p25 => 9.93365921203532, :p75 => 16.553124999999998, :p50 => 14.538218749999999, :p90 => 21.0002460113272, :p99 => 48.70770649661252, :p95 => 28.679001810044053)",3.049508895090869,26.92924528301887,0.37098284073145016,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 140, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 140)",3.1895084666218656,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,424,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
132,420,557,27,103,57,3319.048172943385,0.6030204962243797,"Dict{String, Real}(""n_edges"" => 568, ""density"" => 0.006455279008978293, ""avg_degree"" => 3.294536817102138, ""n_nodes"" => 420, ""max_degree"" => 167)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.3038092451701957,"Dict(:p25 => 11.33767053806697, :p75 => 16.578726608278593, :p50 => 14.558292222097638, :p90 => 20.75073803398155, :p99 => 48.78900832192995, :p95 => 28.762315625000003)",3.074094337832284,27.704761904761906,0.360124981584246,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 145, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 145)",3.221676729998995,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,420,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
