time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes,calculate_factional_clustering_blue_attack_rate,calculate_factional_clustering_blue_initiated_attacks,calculate_factional_clustering_red_attack_rate,calculate_factional_clustering_red_initiated_attacks,calculate_factional_clustering_total_attacks,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_trait_similarity_metrics_avg_similarity,calculate_trait_similarity_metrics_count
29,16,11,0,16,29,0.0,0.0,0.0,0.42289844509232255,"Dict(:p25 => 27.0, :p75 => 88.5, :p50 => 38.5, :p90 => 147.1, :p99 => 174.68, :p95 => 169.4)",2.0043950625728404,15.5,0.41733870967741926,2.772588722239781,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0078125,2048.0,16.0,0.0,0.0
30,16,11,0,16,29,0.0,0.0,0.0,0.40996001881467525,"Dict(:p25 => 30.0, :p75 => 90.75, :p50 => 40.0, :p90 => 148.6, :p99 => 176.82999999999998, :p95 => 172.15)",2.0432994194063077,16.5,0.3920454545454546,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.00732421875,2048.0,15.0,0.0,0.0
31,16,11,0,16,29,0.0,0.0,0.0,0.3986288848263253,"Dict(:p25 => 32.25, :p75 => 93.0, :p50 => 41.0, :p90 => 149.6, :p99 => 178.98000000000002, :p95 => 174.9)",2.089348330502009,17.5,0.36964285714285716,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.00732421875,2048.0,15.0,0.0,0.0
32,16,11,0,16,29,0.0,0.0,0.0,0.38887900355871885,"Dict(:p25 => 35.25, :p75 => 94.5, :p50 => 41.5, :p90 => 152.1, :p99 => 181.13, :p95 => 177.64999999999998)",2.1361392509446087,18.5,0.34966216216216206,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.00732421875,2048.0,15.0,0.0,0.0
33,16,11,0,16,29,0.0,0.0,0.0,0.37810880829015536,"Dict(:p25 => 38.25, :p75 => 96.0, :p50 => 43.5, :p90 => 155.1, :p99 => 183.27999999999997, :p95 => 180.39999999999998)",2.176251754045242,19.5,0.33173076923076916,2.772588722239781,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0078125,2048.0,16.0,0.0,0.0
34,16,11,0,16,29,0.0,0.0,0.0,0.3692016806722689,"Dict(:p25 => 41.0, :p75 => 97.5, :p50 => 44.5, :p90 => 158.1, :p99 => 185.43, :p95 => 183.14999999999998)",2.2166794325138626,20.5,0.31554878048780477,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.00732421875,2048.0,15.0,0.0,0.0
35,16,11,0,16,29,2.1999999999999993,0.0,0.0,0.35655151267375307,"Dict(:p25 => 44.0, :p75 => 99.0, :p50 => 46.5, :p90 => 159.5, :p99 => 187.25, :p95 => 184.25000000000003)",2.277254633975471,21.5,0.3008720930232558,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0625,0.008333333333333333,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.00732421875,2048.0,15.0,0.0,0.0
36,16,11,0,16,29,2.1999999999999993,0.0,0.0,0.34945219123505966,"Dict(:p25 => 45.25, :p75 => 100.5, :p50 => 49.0, :p90 => 162.5, :p99 => 189.4, :p95 => 187.0)",2.3187090891349302,22.5,0.2875000000000001,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0625,0.008333333333333333,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.00732421875,2048.0,15.0,0.0,0.0
37,16,11,0,16,29,2.1999999999999993,0.0,0.0,0.34239130434782616,"Dict(:p25 => 46.75, :p75 => 102.0, :p50 => 52.0, :p90 => 165.5, :p99 => 191.55, :p95 => 189.75)",2.360525714928273,23.5,0.2752659574468086,2.685945324669788,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0625,0.008333333333333333,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00732421875,2048.0,15.0,0.0,0.0
38,20,15,0,16,29,2.1999999999999993,0.0,0.0,0.4475,"Dict(:p25 => 23.0, :p75 => 81.0, :p50 => 52.0, :p90 => 149.70000000000007, :p99 => 193.62, :p95 => 192.1)",2.402718245598544,19.6,0.4112244897959183,2.666148586953558,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,20,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.05,0.005263157894736842,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,2048.0,16.0,0.0,0.0
39,23,18,0,16,29,3.6999999999999993,0.0,0.0,0.49329870462998593,"Dict(:p25 => 10.5, :p75 => 68.5, :p50 => 51.0, :p90 => 143.60000000000002, :p99 => 195.78, :p95 => 190.30000000000013)",2.445300481966986,17.91304347826087,0.4706627268889827,2.582045485959814,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.13043478260869565,0.007905138339920948,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0078125,2048.0,16.0,0.0,0.0
40,23,18,0,16,29,3.6999999999999993,0.0,0.0,0.48296038094052474,"Dict(:p25 => 11.5, :p75 => 71.5, :p50 => 52.0, :p90 => 146.00000000000003, :p99 => 198.0, :p95 => 193.3000000000001)",2.4882863160218998,18.91304347826087,0.4457771114442779,2.5475313664679273,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.13043478260869565,0.007905138339920948,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0078125,2048.0,16.0,0.0,0.0
41,23,18,0,16,29,3.6999999999999993,0.0,0.0,0.47541479956400634,"Dict(:p25 => 13.0, :p75 => 74.5, :p50 => 53.0, :p90 => 148.4, :p99 => 200.78, :p95 => 195.4000000000001)",2.5316897545476134,19.91304347826087,0.4233909246250238,2.582045485959814,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.13043478260869565,0.007905138339920948,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0078125,2048.0,16.0,0.0,0.0
42,23,18,0,16,29,3.6999999999999993,0.0,0.0,0.46696475848679175,"Dict(:p25 => 14.5, :p75 => 77.5, :p50 => 54.0, :p90 => 150.8, :p99 => 203.56, :p95 => 197.5000000000001)",2.575524941962382,20.91304347826087,0.4031456205369248,2.6908286215115935,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.13043478260869565,0.007905138339920948,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.00830078125,2048.0,17.0,0.0,0.0
43,25,21,0,16,30,3.6999999999999993,0.0,0.0,0.47788778877887794,"Dict(:p25 => 14.5, :p75 => 70.0, :p50 => 50.0, :p90 => 138.80000000000007, :p99 => 206.28000000000003, :p95 => 195.20000000000005)",2.865189848669602,20.16,0.4339682539682539,2.9206870268936393,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,25,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.12,0.006666666666666667,1.0,2.0,25.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,7.0,0.009765625,2048.0,20.0,0.0,0.0
44,31,27,0,16,30,3.6999999999999993,0.0,0.0,0.49449934738019774,"Dict(:p25 => 16.0, :p75 => 61.5, :p50 => 19.0, :p90 => 108.00000000000016, :p99 => 208.8, :p95 => 179.0000000000002)",1.7281140712310175,17.06451612903226,0.526983352643454,3.059354848590834,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,31,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0967741935483871,0.004301075268817204,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.01123046875,2048.0,23.0,0.0,0.0
45,37,35,0,16,32,1.5,0.0,0.0,0.5090495636702534,"Dict(:p25 => 15.5, :p75 => 53.0, :p50 => 18.5, :p90 => 98.9000000000001, :p99 => 212.7488, :p95 => 165.60000000000014)",1.718656108238798,15.135135135135135,0.5792471042471043,3.29703674959764,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,37,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.05405405405405406,0.0015015015015015015,1.0,1.0,37.0,1.0,2.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,9.0,0.01416015625,2048.0,29.0,0.0,0.0
46,39,37,0,16,32,1.5,0.0,0.0,0.50231129049921,"Dict(:p25 => 16.0, :p75 => 40.75, :p50 => 20.5, :p90 => 88.40000000000009, :p99 => 215.22039999999998, :p95 => 162.30000000000007)",1.8073190726187478,15.307692307692308,0.5667654511875619,3.1967596778031746,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,39,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.05128205128205128,0.001349527665317139,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,0.01318359375,2048.0,27.0,0.0,0.0
47,39,37,0,16,32,1.5,0.0,0.0,0.4974121162230556,"Dict(:p25 => 17.0, :p75 => 42.75, :p50 => 22.5, :p90 => 90.40000000000009, :p99 => 217.84039999999996, :p95 => 164.30000000000007)",1.839950979549401,16.307692307692307,0.5320109659732302,3.2101762968740606,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,39,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.05128205128205128,0.001349527665317139,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.01318359375,2048.0,27.0,0.0,0.0
48,39,37,0,16,32,1.5,0.0,0.0,0.4927655783706739,"Dict(:p25 => 17.5, :p75 => 44.75, :p50 => 23.0, :p90 => 92.40000000000009, :p99 => 220.4604, :p95 => 166.30000000000007)",1.872360198644832,17.307692307692307,0.501272554605888,3.2946849344639157,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,38,"Dict(""blue_proportion"" => 0.9743589743589743, ""red_proportion"" => 0.02564102564102564)",0.05128205128205128,0.001349527665317139,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,0.875,1.0,0.125,8.0,0.01416015625,2048.0,29.0,0.0,0.0
49,38,37,0,16,33,0.0,0.0,0.0,0.4816589615931719,"Dict(:p25 => 19.7125, :p75 => 49.375, :p50 => 26.5, :p90 => 98.05000000000013, :p99 => 223.19459999999995, :p95 => 171.79999999999993)",1.8956038268912299,18.68421052631579,0.468272794662713,3.259002166174716,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,38,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0,0.013671875,2048.0,28.0,0.0,0.0
50,38,37,0,16,33,2.42,0.0,0.0,0.47450020176399366,"Dict(:p25 => 21.387500000000003, :p75 => 51.625, :p50 => 27.75, :p90 => 99.32400000000011, :p99 => 225.82459999999995, :p95 => 174.64999999999992)",1.9351100668069425,19.68421052631579,0.4444835350408105,3.331965027286289,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,38,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.02631578947368421,0.001422475106685633,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0146484375,2048.0,30.0,0.0,0.0
51,41,40,0,16,33,2.42,0.0,0.0,0.4712749860013281,"Dict(:p25 => 20.0, :p75 => 48.0, :p50 => 27.5, :p90 => 93.5, :p99 => 228.0519999999999, :p95 => 170.0)",1.6281482603750062,19.170731707317074,0.4652144231365978,3.1808669031841275,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.024390243902439025,0.0012195121951219512,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.01318359375,2048.0,27.0,0.0,0.0
52,41,40,0,16,33,2.42,0.0,0.0,0.46725289499384837,"Dict(:p25 => 19.0, :p75 => 50.0, :p50 => 26.5, :p90 => 95.5, :p99 => 230.6519999999999, :p95 => 172.0)",1.6272888030913357,20.170731707317074,0.44215058837408194,3.2274411106203336,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.024390243902439025,0.0012195121951219512,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.01416015625,2048.0,29.0,0.0,0.0
53,41,40,0,16,33,2.42,0.0,0.0,0.4629162140811691,"Dict(:p25 => 20.0, :p75 => 52.0, :p50 => 29.5, :p90 => 97.5, :p99 => 233.2519999999999, :p95 => 174.0)",1.6217435867538603,21.170731707317074,0.4212655951444306,3.180866903184127,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.024390243902439025,0.0012195121951219512,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,0.01318359375,2048.0,27.0,0.0,0.0
54,41,40,0,16,33,2.42,0.0,0.0,0.45992214345788773,"Dict(:p25 => 22.0, :p75 => 55.0, :p50 => 31.5, :p90 => 99.5, :p99 => 235.8519999999999, :p95 => 176.0)",1.639655050068527,22.170731707317074,0.402264616705573,3.1874663325633676,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.024390243902439025,0.0012195121951219512,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.013671875,2048.0,28.0,0.0,0.0
55,42,42,0,17,33,2.42,0.0,0.0,0.45458883817759643,"Dict(:p25 => 24.0, :p75 => 49.1125, :p50 => 31.5, :p90 => 98.65000000000016, :p99 => 238.27779999999993, :p95 => 175.47900000000016)",1.654704080177625,22.357142857142858,0.41358588163699994,3.1910832025476883,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,42,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.023809523809523808,0.0011614401858304297,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.013671875,2048.0,28.0,0.0,0.0
56,42,42,0,17,33,2.42,0.0,0.0,0.449856175125972,"Dict(:p25 => 24.5, :p75 => 50.6125, :p50 => 33.5, :p90 => 100.65000000000016, :p99 => 240.86779999999993, :p95 => 178.42900000000014)",1.6419330218309516,23.357142857142858,0.3958788408329694,3.1705344830868465,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,42,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.023809523809523808,0.0011614401858304297,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.013671875,2048.0,28.0,0.0,0.0
57,42,42,0,17,33,2.42,0.0,0.0,0.4450366092382898,"Dict(:p25 => 24.75, :p75 => 52.8625, :p50 => 35.5, :p90 => 102.65000000000016, :p99 => 243.45779999999993, :p95 => 180.42900000000017)",1.6720525737311225,24.357142857142858,0.3796257505934926,3.1846409024393827,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,42,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.023809523809523808,0.0011614401858304297,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.01416015625,2048.0,29.0,0.0,0.0
