time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes,calculate_factional_clustering_blue_attack_rate,calculate_factional_clustering_blue_initiated_attacks,calculate_factional_clustering_red_attack_rate,calculate_factional_clustering_red_initiated_attacks,calculate_factional_clustering_total_attacks,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_trait_similarity_metrics_avg_similarity,calculate_trait_similarity_metrics_count
58,44,44,0,17,33,2.42,0.0,0.0,0.4546170713552877,"Dict(:p25 => 22.375, :p75 => 54.3625, :p50 => 34.0, :p90 => 98.95000000000009, :p99 => 245.63940000000002, :p95 => 177.28700000000006)",1.6836208666711017,24.204545454545453,0.39353393085787447,3.199434675210575,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,44,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.022727272727272728,0.0010570824524312897,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0146484375,2048.0,30.0,0.0,0.0
59,45,46,0,17,34,2.42,0.0,0.0,0.4661311190861539,"Dict(:p25 => 21.0, :p75 => 55.0, :p50 => 39.5, :p90 => 121.20000000000002, :p99 => 247.99519999999987, :p95 => 176.71599999999984)",1.3140336166866287,23.933333333333334,0.4098627875786651,3.2905023549825994,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,44,"Dict(""blue_proportion"" => 0.9777777777777777, ""red_proportion"" => 0.022222222222222223)",0.022222222222222223,0.00101010101010101,1.0,1.0,45.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,7.0,0.015625,2048.0,32.0,0.0,0.0
60,43,46,0,17,36,0.0,0.0,0.0,0.4930161045217807,"Dict(:p25 => 20.25, :p75 => 56.575, :p50 => 41.5, :p90 => 144.84840000000003, :p99 => 251.00359999999995, :p95 => 227.09999999999988)",1.2917458639382318,25.093023255813954,0.39403409703213566,3.2411033750402614,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,43,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,43.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,5.0,0.0146484375,2048.0,30.0,0.0,0.0
61,44,48,0,18,36,0.0,0.0,0.0,0.4846448403433783,"Dict(:p25 => 20.375, :p75 => 57.0, :p50 => 33.5, :p90 => 146.2726, :p99 => 253.34939999999997, :p95 => 224.65000000000015)",1.2720098011178849,25.113636363636363,0.40919374742904147,3.3177387518216834,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,44,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.015625,2048.0,32.0,0.0,0.0
62,47,51,0,18,36,5.5,0.0,0.0,0.4922636494076169,"Dict(:p25 => 19.5, :p75 => 54.5, :p50 => 34.5, :p90 => 146.54520000000002, :p99 => 255.18679999999995, :p95 => 213.30000000000024)",1.2159583733168826,24.4468085106383,0.4322352461900265,3.2563319146340675,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,47,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.0425531914893617,0.0009250693802035153,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.01513671875,2048.0,31.0,0.0,0.0
63,52,56,0,18,36,7.5,0.3333333333333333,0.0,0.5146180730205532,"Dict(:p25 => 15.3125, :p75 => 52.75, :p50 => 31.925, :p90 => 142.36780000000022, :p99 => 256.45579999999984, :p95 => 193.50000000000026)",1.2910389544069827,23.0,0.47147543092359157,3.184652595525928,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,52,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.07692307692307693,0.0022624434389140274,1.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.01513671875,2048.0,31.0,0.0,0.0
64,54,58,0,18,36,8.0,0.25,0.0,0.5134357704434427,"Dict(:p25 => 16.0, :p75 => 54.25, :p50 => 26.75, :p90 => 136.9194000000001, :p99 => 258.41739999999993, :p95 => 186.5000000000001)",1.3396123114002771,23.11111111111111,0.4721331908831907,3.132445954057095,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,54,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.09259259259259259,0.002795248078266946,1.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,0.0146484375,2048.0,30.0,0.0,0.0
65,56,60,0,18,36,19.75,0.16666666666666666,0.0,0.5123232346357343,"Dict(:p25 => 16.5, :p75 => 55.75, :p50 => 28.0, :p90 => 123.996, :p99 => 260.3389999999999, :p95 => 179.5)",1.39241409937126,23.25,0.47210335747202103,3.106451041337352,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,56,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.16071428571428573,0.003896103896103896,2.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,0.01416015625,2048.0,29.0,0.0,0.0
66,61,65,0,18,36,22.75,0.125,0.0,0.5202583734239268,"Dict(:p25 => 16.0, :p75 => 52.5, :p50 => 25.5, :p90 => 99.75, :p99 => 261.36799999999994, :p95 => 158.0)",1.4307243175565845,22.262295081967213,0.49750114681667834,3.1450844163759237,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,61,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.21311475409836064,0.004371584699453552,3.0,8.0,61.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,0.0146484375,2048.0,30.0,0.0,0.0
67,62,67,0,19,36,27.25,0.1,0.0,0.5119542714748653,"Dict(:p25 => 16.5625, :p75 => 54.0, :p50 => 26.625, :p90 => 99.07500000000016, :p99 => 263.4738, :p95 => 160.0)",1.4646684346552836,22.532258064516128,0.49692890294871495,3.1919587619927805,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,62,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.24193548387096775,0.005288207297726071,3.0,10.0,62.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,10.0,0.01513671875,2048.0,31.0,0.0,0.0
68,65,70,0,19,36,31.0,0.16666666666666666,0.0,0.5159802658473727,"Dict(:p25 => 16.75, :p75 => 45.25, :p50 => 25.0, :p90 => 92.45000000000005, :p99 => 264.9512, :p95 => 162.0)",1.479069755772707,22.446153846153845,0.5000052723150736,3.2592886300264836,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,65,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.27692307692307694,0.005288461538461539,4.0,11.0,65.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,0.01611328125,2048.0,33.0,0.0,0.0
69,72,77,0,19,36,35.0,0.15384615384615385,0.0,0.5146196299275945,"Dict(:p25 => 15.25, :p75 => 40.5, :p50 => 23.875, :p90 => 78.41499999999995, :p99 => 265.1118000000002, :p95 => 160.8331)",1.4505352322056375,21.166666666666668,0.5293635170603674,3.3010810984659065,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,72,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.2777777777777778,0.004694835680751174,4.0,12.0,72.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,13.0,0.01806640625,2048.0,37.0,0.0,0.0
70,73,78,0,19,36,41.0,0.21428571428571427,0.0,0.5094011864279508,"Dict(:p25 => 16.0, :p75 => 40.5, :p50 => 25.25, :p90 => 79.62999999999998, :p99 => 267.0776, :p95 => 162.54520000000002)",1.451908551530414,21.863013698630137,0.5122566690699351,3.29142539132023,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,73,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.3013698630136986,0.004946727549467275,4.0,13.0,73.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,14.0,0.0185546875,2048.0,38.0,0.0,0.0
71,77,83,1,19,36,42.0,0.26666666666666666,0.0,0.4809626553502011,"Dict(:p25 => 14.75, :p75 => 39.0, :p50 => 23.5, :p90 => 72.15999999999994, :p99 => 259.24, :p95 => 120.24840000000015)",1.403759236214974,20.753246753246753,0.5214147554573088,3.228448617577979,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,77,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.3116883116883117,0.004442925495557075,5.0,13.0,77.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,15.0,0.017578125,2048.0,36.0,0.0,0.0
72,80,86,1,19,36,46.0,0.25,0.0,0.4709486148943658,"Dict(:p25 => 16.0, :p75 => 39.45, :p50 => 22.875, :p90 => 72.06499999999997, :p99 => 261.21000000000004, :p95 => 114.96834999999986)",1.392188776188079,20.9375,0.5162910447761195,3.229082417346047,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,80,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.3125,0.004430379746835443,5.0,14.0,80.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,14.0,0.01806640625,2048.0,37.0,0.0,0.0
73,83,90,1,20,36,42.25,0.14285714285714285,0.0,0.46016764405741517,"Dict(:p25 => 16.25, :p75 => 39.425, :p50 => 23.25, :p90 => 72.49999999999999, :p99 => 263.18, :p95 => 113.33750000000006)",1.4165616335634421,20.795180722891565,0.5208923759929638,3.2448893491903936,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,83,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.27710843373493976,0.003526300323244196,4.0,12.0,83.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,16.0,0.0185546875,2048.0,38.0,0.0,0.0
74,88,95,1,20,36,51.25,0.13333333333333333,0.0,0.46057837325662576,"Dict(:p25 => 15.75, :p75 => 35.3125, :p50 => 23.125, :p90 => 68.49999999999997, :p99 => 265.13, :p95 => 111.74375000000006)",1.4901445119696324,20.556818181818183,0.5255728931102064,3.3183054722179426,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,88,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.2840909090909091,0.003134796238244514,4.0,12.0,88.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,20.0,0.01953125,2048.0,40.0,0.0,0.0
75,91,98,1,20,36,49.5,0.06666666666666667,0.0,0.46282781458616307,"Dict(:p25 => 16.5, :p75 => 36.55, :p50 => 23.0, :p90 => 66.5, :p99 => 267.1, :p95 => 116.775)",1.5518760154998272,20.846153846153847,0.5176362909625958,3.4182933028666245,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,91,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.25274725274725274,0.0029304029304029304,3.0,12.0,91.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,20.0,0.0205078125,2048.0,42.0,0.0,0.0
76,97,106,3,20,36,162.0,0.1,0.0,0.44586428618362794,"Dict(:p25 => 15.55, :p75 => 33.25, :p50 => 21.75, :p90 => 48.32, :p99 => 268.08000000000004, :p95 => 96.00000000000004)",1.8394770324408454,18.927835051546392,0.5288839476225771,3.4331718463297634,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,97,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.5463917525773195,0.0053694158075601375,10.0,25.0,97.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,0.021484375,2048.0,44.0,0.0,0.0
77,95,107,3,22,37,155.5,0.027777777777777776,0.0,0.4318950317553296,"Dict(:p25 => 16.625, :p75 => 34.925, :p50 => 24.0, :p90 => 50.8, :p99 => 270.12, :p95 => 99.49999999999996)",1.880831808043881,19.86315789473684,0.5070816946977936,3.3607659806567116,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,95,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.49473684210526314,0.0047032474804031355,10.0,21.0,95.0,1.0,1.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,18.0,0.01904296875,2048.0,39.0,0.0,0.0
78,103,116,3,22,38,152.75,0.05714285714285714,0.0,0.43035780814593094,"Dict(:p25 => 16.125, :p75 => 32.875, :p50 => 21.0, :p90 => 50.8, :p99 => 269.68000000000046, :p95 => 93.35000000000015)",1.6598139033711112,19.155339805825243,0.527814820464622,3.435302979669151,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,103,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.44660194174757284,0.003807348181991243,10.0,20.0,103.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,0.0,23.0,0.02001953125,2048.0,41.0,0.0,0.0
79,104,118,3,22,39,150.1,0.05714285714285714,0.0,0.4348192063678349,"Dict(:p25 => 16.225, :p75 => 34.5, :p50 => 21.5, :p90 => 53.7, :p99 => 270.4899999999999, :p95 => 93.02500000000023)",1.7910531524228295,19.807692307692307,0.5130041075429426,3.441664733311885,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,104,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.4326923076923077,0.0037341299477221808,10.0,20.0,104.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,21.0,0.02099609375,2048.0,43.0,0.0,0.0
80,106,120,3,22,39,144.2,0.02857142857142857,0.0,0.4310532876113964,"Dict(:p25 => 16.875, :p75 => 34.55, :p50 => 21.75, :p90 => 55.5, :p99 => 270.10000000000036, :p95 => 92.125)",1.6756761718665285,20.41509433962264,0.49800334809751323,3.4859584842845392,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,106,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.41509433962264153,0.0035938903863432167,10.0,20.0,106.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,16.0,0.021484375,2048.0,44.0,0.0,0.0
81,118,132,3,22,39,161.9,0.10526315789473684,0.0,0.4278806021074275,"Dict(:p25 => 14.5625, :p75 => 29.75, :p50 => 21.5, :p90 => 49.89999999999999, :p99 => 256.93999999999977, :p95 => 76.62500000000016)",1.5924635576570458,19.23728813559322,0.5281639662510267,3.4897229007228487,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,118,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.4067796610169492,0.0033318846878168914,10.0,23.0,118.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,27.0,0.02294921875,2048.0,47.0,0.0,0.0
82,123,138,3,23,39,168.75,0.14634146341463414,0.0,0.4290386585480255,"Dict(:p25 => 15.0625, :p75 => 29.0125, :p50 => 20.5, :p90 => 49.75, :p99 => 252.04000000000013, :p95 => 72.77500000000003)",1.5398822125908778,18.747967479674795,0.5218694251122911,3.4146325743094916,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,123,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.43902439024390244,0.0034652805544448887,10.0,26.0,123.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,22.0,0.02197265625,2048.0,45.0,0.0,0.0
83,126,141,3,23,39,169.625,0.14285714285714285,0.0,0.4256373664676565,"Dict(:p25 => 14.75, :p75 => 29.5, :p50 => 21.125, :p90 => 43.75, :p99 => 249.5, :p95 => 72.9375)",1.6184731920283348,19.27777777777778,0.507456200539774,3.455441917688562,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,126,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.4444444444444444,0.0035555555555555557,9.0,28.0,126.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,25.0,0.02294921875,2048.0,47.0,0.0,0.0
84,137,152,3,23,39,147.8125,0.6060606060606061,0.0,0.4331787130766047,"Dict(:p25 => 14.0, :p75 => 27.5, :p50 => 18.875, :p90 => 41.849999999999966, :p99 => 237.5199999999984, :p95 => 70.50000000000011)",1.61275349591305,18.64963503649635,0.5239876012398759,3.5208424704013557,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,137,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.34306569343065696,0.0032202662086732504,5.0,30.0,137.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,34.0,0.0244140625,2048.0,50.0,0.0,0.0
85,137,152,3,23,39,162.36249999999998,0.6176470588235294,0.0,0.42648097917826244,"Dict(:p25 => 14.5, :p75 => 28.5, :p50 => 19.875, :p90 => 43.24999999999996, :p99 => 238.5199999999984, :p95 => 71.50000000000011)",1.682681057373999,19.64963503649635,0.4973210702703874,3.499316769755135,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,137,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.35036496350364965,0.0032202662086732504,5.0,30.0,137.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,25.0,0.0244140625,2048.0,50.0,0.0,0.0
86,139,154,3,23,39,178.61160888671876,0.48717948717948717,0.0,0.4255984748836579,"Dict(:p25 => 14.375, :p75 => 28.625, :p50 => 19.875, :p90 => 43.45000000000002, :p99 => 237.77999999999716, :p95 => 71.87500000000014)",1.6373106289002948,20.35251798561151,0.48081661923907326,3.513064657290103,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,139,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.39568345323741005,0.003440725680325305,5.0,33.0,139.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,30.0,0.0244140625,2048.0,50.0,0.0,0.0
