time,nagents,#193,#194,#195,#196,#197,#198,#199,#200,#201,#202,#203
42,62,44,0,32,36.95,0.42857142857142855,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.0037017451084082496, ""avg_degree"" => 0.16129032258064516, ""n_nodes"" => 62, ""max_degree"" => 3)",0.32798401059171,"Dict(:p25 => 18.75, :p75 => 42.125, :p50 => 25.375, :p90 => 55.620000000000005, :p99 => 90.10255000000001, :p95 => 59.85000000000001)",4.190197721103881,20.56451612903226,0.4201771030993042
43,63,45,0,32,36.95,0.42857142857142855,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.0035842293906810036, ""avg_degree"" => 0.15873015873015872, ""n_nodes"" => 63, ""max_degree"" => 3)",0.32917483339866704,"Dict(:p25 => 19.5, :p75 => 43.0, :p50 => 27.0, :p90 => 56.64, :p99 => 93.03209999999996, :p95 => 61.599999999999994)",4.003397566976016,21.22222222222222,0.4102052688440123
44,64,46,0,32,35.25,0.5714285714285714,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.003472222222222222, ""avg_degree"" => 0.15625, ""n_nodes"" => 64, ""max_degree"" => 4)",0.31907049391164843,"Dict(:p25 => 21.25, :p75 => 44.5, :p50 => 28.5, :p90 => 52.410000000000004, :p99 => 94.96164999999999, :p95 => 62.42250000000001)",3.991408826123115,21.875,0.4012500000000001
45,67,49,0,32,42.35,0.3,"Dict{String, Real}(""n_edges"" => 9, ""density"" => 0.004070556309362279, ""avg_degree"" => 0.22388059701492538, ""n_nodes"" => 67, ""max_degree"" => 6)",0.3138293632983249,"Dict(:p25 => 20.5, :p75 => 42.385, :p50 => 29.0, :p90 => 51.7, :p99 => 96.07030000000002, :p95 => 62.33500000000002)",3.79711162963431,21.850746268656717,0.41130413506239294
46,69,51,0,32,45.35,0.2727272727272727,"Dict{String, Real}(""n_edges"" => 10, ""density"" => 0.004262574595055414, ""avg_degree"" => 0.2463768115942029, ""n_nodes"" => 69, ""max_degree"" => 6)",0.3199142468522973,"Dict(:p25 => 17.75, :p75 => 43.5, :p50 => 30.5, :p90 => 52.260000000000005, :p99 => 98.28940000000004, :p95 => 62.83000000000004)",4.05175600007246,22.18840579710145,0.41088991754938986
47,70,52,0,32,50.2,0.25,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.004554865424430642, ""avg_degree"" => 0.2571428571428571, ""n_nodes"" => 70, ""max_degree"" => 6)",0.31660024603242265,"Dict(:p25 => 16.3125, :p75 => 44.7025, :p50 => 32.25, :p90 => 49.45, :p99 => 100.91895000000001, :p95 => 64.12749999999997)",4.327882500928066,22.857142857142858,0.40183928571428584
48,74,56,0,32,50.2,0.3076923076923077,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.004072565716401333, ""avg_degree"" => 0.25675675675675674, ""n_nodes"" => 74, ""max_degree"" => 6)",0.32450394278992833,"Dict(:p25 => 15.0, :p75 => 43.5625, :p50 => 31.75, :p90 => 49.7, :p99 => 102.71715000000006, :p95 => 63.91750000000005)",4.217454935250526,22.56756756756757,0.4182391972811135
49,77,59,0,32,67.22500000000001,0.26666666666666666,"Dict{String, Real}(""n_edges"" => 13, ""density"" => 0.004442925495557075, ""avg_degree"" => 0.2987012987012987, ""n_nodes"" => 77, ""max_degree"" => 6)",0.3277363112886791,"Dict(:p25 => 15.0, :p75 => 44.0, :p50 => 31.5, :p90 => 50.09999999999999, :p99 => 102.56580000000005, :p95 => 63.71000000000001)",4.214786458539731,22.649350649350648,0.423850232336471
50,81,63,0,32,60.025,0.38461538461538464,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.0033950617283950617, ""avg_degree"" => 0.24691358024691357, ""n_nodes"" => 81, ""max_degree"" => 3)",0.3396913723701238,"Dict(:p25 => 15.0, :p75 => 42.5, :p50 => 31.0, :p90 => 51.5, :p99 => 104.45400000000002, :p95 => 63.8)",3.7875499683604223,22.48148148148148,0.43526484566206336
51,82,64,0,32,62.525,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 13, ""density"" => 0.003914483589280337, ""avg_degree"" => 0.2804878048780488, ""n_nodes"" => 82, ""max_degree"" => 3)",0.34204921831778035,"Dict(:p25 => 15.0625, :p75 => 43.3125, :p50 => 32.125, :p90 => 53.20499999999998, :p99 => 105.74345, :p95 => 64.43500000000002)",4.098291418306222,23.195121951219512,0.4238413992972738
